date,direction,bo_minutes,trigger_minutes,trigger_rank,depth_at_trigger,dr_size,entry,dist_to_extreme_pts,leg_risk_pts,leg_stopped_first,leg_mfe_r,leg_hit_old_extreme,leg_r_old_extreme,leg_hit_ext_025,leg_r_ext_025,leg_hit_ext_05,leg_r_ext_05,trig_risk_pts,trig_stopped_first,trig_mfe_r,trig_hit_old_extreme,trig_r_old_extreme,trig_hit_ext_025,trig_r_ext_025,trig_hit_ext_05,trig_r_ext_05,depth_b
2022-08-24,up,40,50,1,0.13454545454545455,137.5,12980.75,8.25,10.25,True,1.3414634146341464,True,0.8048780487804879,False,-1.0,False,-1.0,10.25,True,1.3414634146341464,True,0.8048780487804879,False,-1.0,False,-1.0,<25%
2022-08-24,up,40,285,2,0.6322378716744914,159.75,12964.25,47.0,54.0,False,0.13425925925925927,False,-0.5555555555555556,False,-0.5555555555555556,False,-0.5555555555555556,11.75,True,0.0425531914893617,False,-1.0,False,-1.0,False,-1.0,50-75%
2022-08-25,up,5,15,1,0.10897435897435898,156.0,13111.5,6.5,10.5,True,0.0,False,-1.0,False,-1.0,False,-1.0,10.5,True,0.0,False,-1.0,False,-1.0,False,-1.0,<25%
2022-08-25,up,5,165,2,0.7740384615384616,156.0,13044.0,74.0,46.75,False,2.513368983957219,True,1.5828877005347595,True,2.4171122994652405,False,2.4598930481283423,15.25,False,7.704918032786885,True,4.852459016393443,True,7.409836065573771,False,7.540983606557377,75-100%
2022-08-26,down,0,90,1,0.1598336304218657,420.75,12783.0,5.25,62.0,False,2.689516129032258,True,0.0846774193548387,True,1.78125,False,2.6451612903225805,31.5,True,0.7619047619047619,True,0.16666666666666666,False,-1.0,False,-1.0,<25%
2022-08-26,down,0,120,2,0.051763367463026164,439.5,12765.75,6.75,16.0,True,0.25,False,-1.0,False,-1.0,False,-1.0,16.0,True,0.25,False,-1.0,False,-1.0,False,-1.0,<25%
2022-08-26,down,0,165,3,0.13765642775881684,439.5,12780.75,21.75,38.75,False,4.245161290322581,True,0.5612903225806452,True,3.3967741935483873,False,4.174193548387096,20.25,False,8.123456790123457,True,1.0740740740740742,True,6.5,False,7.987654320987654,<25%
2022-08-26,down,0,195,4,0.024834437086092714,453.0,12751.75,6.25,5.0,False,27.1,True,1.25,True,23.9,False,26.55,5.0,False,27.1,True,1.25,True,23.9,False,26.55,<25%
2022-08-26,down,0,210,5,0.0372369131138694,463.25,12741.5,6.25,11.0,False,11.386363636363637,True,0.5681818181818182,True,11.096590909090908,False,11.136363636363637,11.0,False,11.386363636363637,True,0.5681818181818182,True,11.096590909090908,False,11.136363636363637,<25%
2022-08-26,down,0,250,6,0.049515058703420115,489.75,12712.75,4.0,20.25,False,4.765432098765432,True,0.19753086419753085,False,4.62962962962963,False,4.62962962962963,9.5,True,0.0,False,-1.0,False,-1.0,False,-1.0,<25%
2022-08-29,down,20,70,1,0.4583333333333333,162.0,12458.75,10.5,63.75,True,0.00784313725490196,False,-1.0,False,-1.0,False,-1.0,35.5,True,0.0,False,-1.0,False,-1.0,False,-1.0,25-50%
2022-08-29,down,20,110,2,0.7222222222222222,162.0,12535.75,87.5,29.5,True,1.2372881355932204,False,-1.0,False,-1.0,False,-1.0,18.0,True,2.0277777777777777,False,-1.0,False,-1.0,False,-1.0,50-75%
2022-08-29,down,20,165,3,0.875,162.0,12547.5,99.25,42.5,True,0.25882352941176473,False,-1.0,False,-1.0,False,-1.0,23.75,True,0.4631578947368421,False,-1.0,False,-1.0,False,-1.0,75-100%
2022-08-29,down,20,210,4,0.9737654320987654,162.0,12559.25,111.0,46.75,False,1.5561497326203209,False,1.3796791443850267,False,1.3796791443850267,False,1.3796791443850267,16.5,True,2.257575757575758,False,-1.0,False,-1.0,False,-1.0,75-100%
2022-08-30,down,0,75,1,0.3522012578616352,318.0,12321.5,52.25,59.75,True,0.0502092050209205,False,-1.0,False,-1.0,False,-1.0,21.75,True,0.0,False,-1.0,False,-1.0,False,-1.0,25-50%
2022-08-30,down,0,120,2,0.3977987421383648,318.0,12315.0,45.75,80.75,False,0.8359133126934984,True,0.56656346749226,False,-0.47678018575851394,False,-0.47678018575851394,32.75,True,2.0610687022900764,True,1.3969465648854962,False,-1.0,False,-1.0,25-50%
2022-08-30,down,0,225,3,0.22663723325974983,339.75,12306.0,58.5,18.5,True,1.364864864864865,False,-1.0,False,-1.0,False,-1.0,18.0,True,1.4027777777777777,False,-1.0,False,-1.0,False,-1.0,<25%
2022-08-31,down,5,25,1,0.43390357698289267,160.75,12362.0,9.75,60.0,False,1.4291666666666667,True,0.1625,True,0.8322916666666667,False,1.3416666666666666,19.75,True,3.088607594936709,True,0.4936708860759494,True,2.528481012658228,False,-1.0,25-50%
2022-08-31,down,5,40,2,0.12028301886792453,212.0,12318.75,17.75,7.75,True,0.0,False,-1.0,False,-1.0,False,-1.0,7.75,True,0.0,False,-1.0,False,-1.0,False,-1.0,<25%
2022-08-31,down,5,110,3,0.49056603773584906,212.0,12358.5,57.5,46.5,False,1.7688172043010753,True,1.2365591397849462,False,1.6559139784946237,False,1.6559139784946237,18.0,True,0.125,False,-1.0,False,-1.0,False,-1.0,25-50%
2022-08-31,down,5,195,4,0.1054945054945055,227.5,12294.0,8.5,15.5,True,0.0,False,-1.0,False,-1.0,False,-1.0,15.5,True,0.0,False,-1.0,False,-1.0,False,-1.0,<25%
2022-08-31,down,5,245,5,0.25824175824175827,227.5,12291.25,5.75,53.0,True,0.2830188679245283,True,0.10849056603773585,False,-1.0,False,-1.0,12.5,True,1.2,True,0.46,False,-1.0,False,-1.0,25-50%
2022-08-31,down,5,320,6,0.46884899683210135,236.75,12323.75,47.5,63.5,False,0.6889763779527559,False,0.6653543307086615,False,0.6653543307086615,False,0.6653543307086615,46.25,False,0.9459459459459459,False,0.9135135135135135,False,0.9135135135135135,False,0.9135135135135135,25-50%
2022-09-01,up,275,320,1,0.2978723404255319,235.0,12251.75,1.0,69.0,False,0.6920289855072463,True,0.014492753623188406,False,0.4855072463768116,False,0.4855072463768116,47.5,False,1.0052631578947369,True,0.021052631578947368,False,0.7052631578947368,False,0.7052631578947368,25-50%
2022-09-01,down,10,110,1,0.2947103274559194,198.5,12058.25,32.75,25.75,True,1.5728155339805825,True,1.2718446601941749,False,-1.0,False,-1.0,12.0,True,0.0,False,-1.0,False,-1.0,False,-1.0,25-50%
2022-09-01,down,10,200,2,0.5296969696969697,206.25,12078.5,60.75,48.5,True,0.13402061855670103,False,-1.0,False,-1.0,False,-1.0,13.0,True,0.25,False,-1.0,False,-1.0,False,-1.0,50-75%
2022-09-02,down,125,155,1,0.12435233160621761,289.5,12187.75,15.75,20.25,True,0.49382716049382713,False,-1.0,False,-1.0,False,-1.0,20.25,True,0.49382716049382713,False,-1.0,False,-1.0,False,-1.0,<25%
2022-09-02,down,125,260,2,0.19407894736842105,380.0,12124.25,42.75,31.0,True,0.7580645161290323,False,-1.0,False,-1.0,False,-1.0,15.75,True,1.492063492063492,False,-1.0,False,-1.0,False,-1.0,<25%
2022-09-02,down,125,290,3,0.20394736842105263,380.0,12093.5,12.0,65.5,False,0.8129770992366412,True,0.183206106870229,False,-0.25572519083969464,False,-0.25572519083969464,52.75,False,1.009478672985782,True,0.22748815165876776,False,-0.3175355450236967,False,-0.3175355450236967,<25%
2022-09-07,up,40,75,1,0.340080971659919,123.5,12141.5,11.5,30.5,True,0.6721311475409836,True,0.3770491803278688,False,-1.0,False,-1.0,24.0,True,0.8541666666666666,True,0.4791666666666667,False,-1.0,False,-1.0,25-50%
2022-09-07,up,40,135,2,0.11591695501730104,144.5,12164.75,9.25,7.5,True,0.0,False,-1.0,False,-1.0,False,-1.0,7.5,True,0.0,False,-1.0,False,-1.0,False,-1.0,<25%
2022-09-07,up,40,240,3,0.2108167770419426,226.5,12254.75,1.25,46.5,False,1.10752688172043,True,0.026881720430107527,False,0.15591397849462366,False,0.15591397849462366,22.5,False,2.2888888888888888,True,0.05555555555555555,False,0.32222222222222224,False,0.32222222222222224,<25%
2022-09-07,up,40,255,4,0.059670781893004114,243.0,12268.5,4.0,10.5,True,0.0,False,-1.0,False,-1.0,False,-1.0,10.5,True,0.0,False,-1.0,False,-1.0,False,-1.0,<25%
2022-09-07,up,40,270,5,0.06686626746506986,250.5,12277.75,2.25,14.5,True,1.9655172413793103,True,0.15517241379310345,False,-1.0,False,-1.0,14.5,True,1.9655172413793103,True,0.15517241379310345,False,-1.0,False,-1.0,<25%
2022-09-08,up,5,20,1,0.14814814814814814,209.25,12313.75,11.25,19.75,True,3.329113924050633,True,0.569620253164557,True,3.2183544303797467,False,-1.0,19.75,True,3.329113924050633,True,0.569620253164557,True,3.2183544303797467,False,-1.0,<25%
2022-09-09,up,5,55,1,0.3122977346278317,154.5,12558.75,11.25,37.0,True,0.5878378378378378,True,0.30405405405405406,False,-1.0,False,-1.0,14.75,True,1.4745762711864407,True,0.7627118644067796,False,-1.0,False,-1.0,25-50%
2022-09-09,up,5,120,2,0.42424242424242425,165.0,12543.25,37.25,32.75,False,2.1526717557251906,True,1.1374045801526718,False,1.4198473282442747,False,1.4198473282442747,21.75,False,3.2413793103448274,True,1.7126436781609196,False,2.1379310344827585,False,2.1379310344827585,25-50%
2022-09-09,up,5,220,3,0.22631578947368422,190.0,12587.5,18.0,25.0,True,0.47,False,-1.0,False,-1.0,False,-1.0,20.75,True,0.5662650602409639,False,-1.0,False,-1.0,False,-1.0,<25%
2022-09-09,up,5,265,4,0.24473684210526317,190.0,12577.75,27.75,18.75,False,1.92,True,1.48,False,0.64,False,0.64,13.0,False,2.769230769230769,True,2.1346153846153846,False,0.9230769230769231,False,0.9230769230769231,<25%
2022-09-13,down,5,30,1,0.1235565819861432,216.5,12302.75,10.75,16.0,True,2.515625,True,0.671875,False,-1.0,False,-1.0,16.0,True,2.515625,True,0.671875,False,-1.0,False,-1.0,<25%
2022-09-13,down,5,200,2,0.3018292682926829,246.0,12295.75,33.25,41.0,False,5.2073170731707314,True,0.8109756097560976,True,2.3109756097560976,True,3.8109756097560976,21.0,False,10.166666666666666,True,1.5833333333333333,True,4.511904761904762,True,7.440476190476191,25-50%
2022-09-13,down,5,270,3,0.05185185185185185,303.75,12206.0,1.25,14.5,False,8.53448275862069,True,0.08620689655172414,True,5.323275862068965,False,5.948275862068965,14.5,False,8.53448275862069,True,0.08620689655172414,True,5.323275862068965,False,5.948275862068965,<25%
2022-09-13,down,5,310,4,0.08283671036948749,419.5,12105.75,16.75,18.0,True,1.3055555555555556,True,0.9305555555555556,False,-1.0,False,-1.0,18.0,True,1.3055555555555556,True,0.9305555555555556,False,-1.0,False,-1.0,<25%
2022-09-14,up,20,130,1,0.4608150470219436,159.5,12236.25,16.75,56.75,True,0.19383259911894274,False,-1.0,False,-1.0,False,-1.0,21.5,True,0.45348837209302323,False,-1.0,False,-1.0,False,-1.0,25-50%
2022-09-14,up,20,240,2,0.8463949843260188,159.5,12169.5,83.5,51.5,True,0.18932038834951456,False,-1.0,False,-1.0,False,-1.0,20.25,True,0.48148148148148145,False,-1.0,False,-1.0,False,-1.0,75-100%
2022-09-15,down,0,35,1,0.12380952380952381,236.25,12009.25,11.5,17.75,True,1.1971830985915493,True,0.647887323943662,False,-1.0,False,-1.0,17.75,True,1.1971830985915493,True,0.647887323943662,False,-1.0,False,-1.0,<25%
2022-09-15,down,0,75,2,0.3394308943089431,246.0,12048.75,60.75,22.75,True,2.241758241758242,False,-1.0,False,-1.0,False,-1.0,19.0,True,2.6842105263157894,False,-1.0,False,-1.0,False,-1.0,25-50%
2022-09-15,down,0,185,3,0.6615853658536586,246.0,12111.5,123.5,39.25,False,4.43312101910828,True,3.1464968152866244,False,2.732484076433121,False,2.732484076433121,17.75,False,9.80281690140845,True,6.957746478873239,False,6.042253521126761,False,6.042253521126761,50-75%
2022-09-16,up,0,45,1,0.8252788104089219,134.5,11849.5,67.0,44.0,True,0.005681818181818182,False,-1.0,False,-1.0,False,-1.0,40.25,True,0.006211180124223602,False,-1.0,False,-1.0,False,-1.0,75-100%
2022-09-16,up,0,80,2,0.9107806691449815,134.5,11844.5,72.0,50.5,True,0.44554455445544555,False,-1.0,False,-1.0,False,-1.0,25.5,True,0.8823529411764706,False,-1.0,False,-1.0,False,-1.0,75-100%
2022-09-19,up,5,125,1,0.7972350230414746,162.75,11920.75,57.75,72.0,False,1.5277777777777777,True,0.8020833333333334,True,1.3671875,False,1.4756944444444444,25.5,False,4.313725490196078,True,2.264705882352941,True,3.860294117647059,False,4.166666666666667,75-100%
2022-09-19,up,5,320,2,0.19534883720930232,215.0,12020.0,10.75,31.25,False,0.28,False,0.224,False,0.224,False,0.224,31.25,False,0.28,False,0.224,False,0.224,False,0.224,<25%
2022-09-20,up,20,25,1,0.2721518987341772,79.0,11957.75,8.25,13.25,True,0.0,False,-1.0,False,-1.0,False,-1.0,13.25,True,0.0,False,-1.0,False,-1.0,False,-1.0,25-50%
2022-09-20,down,175,195,1,0.17979197622585438,168.25,11859.75,4.75,25.5,True,1.2352941176470589,True,0.18627450980392157,False,-1.0,False,-1.0,25.5,True,1.2352941176470589,True,0.18627450980392157,False,-1.0,False,-1.0,<25%
2022-09-20,down,175,240,2,0.35,195.0,11858.5,30.25,38.0,True,0.3026315789473684,False,-1.0,False,-1.0,False,-1.0,23.5,True,0.48936170212765956,False,-1.0,False,-1.0,False,-1.0,25-50%
2022-09-20,down,175,325,3,0.7243589743589743,195.0,11925.5,97.25,44.0,False,0.0,False,-0.0,False,-0.0,False,-0.0,7.5,False,0.0,False,-0.0,False,-0.0,False,-0.0,50-75%
2022-09-21,up,120,135,1,0.2777777777777778,72.0,12005.0,5.0,15.0,True,0.0,False,-1.0,False,-1.0,False,-1.0,15.0,True,0.0,False,-1.0,False,-1.0,False,-1.0,25-50%
2022-09-21,up,120,180,2,0.6284722222222222,72.0,11991.75,18.25,27.0,True,2.638888888888889,True,0.6759259259259259,True,1.3425925925925926,True,2.009259259259259,12.75,True,5.588235294117647,True,1.4313725490196079,True,2.843137254901961,True,4.254901960784314,50-75%
2022-09-22,down,20,40,1,0.226890756302521,148.75,11537.75,4.25,29.5,True,0.940677966101695,True,0.1440677966101695,False,-1.0,False,-1.0,22.75,True,1.2197802197802199,True,0.18681318681318682,False,-1.0,False,-1.0,<25%
2022-09-22,down,20,150,2,0.579100145137881,172.25,11566.5,56.5,43.25,True,1.0404624277456647,False,-1.0,False,-1.0,False,-1.0,21.25,True,1.423529411764706,False,-1.0,False,-1.0,False,-1.0,50-75%
2022-09-23,down,95,100,1,0.1094017094017094,146.25,11334.5,9.75,6.25,True,0.0,False,-1.0,False,-1.0,False,-1.0,6.25,True,0.0,False,-1.0,False,-1.0,False,-1.0,<25%
2022-09-23,down,95,155,2,0.4302158273381295,173.75,11347.5,50.25,24.5,True,4.836734693877551,True,2.0510204081632653,True,3.8239795918367347,False,-1.0,15.75,True,0.0,False,-1.0,False,-1.0,False,-1.0,25-50%
2022-09-26,down,115,160,1,0.33223684210526316,228.0,11314.25,4.5,71.25,True,0.2982456140350877,True,0.06315789473684211,False,-1.0,False,-1.0,24.75,True,0.08080808080808081,False,-1.0,False,-1.0,False,-1.0,25-50%
2022-09-26,down,115,180,2,0.19263157894736843,237.5,11314.25,14.0,31.75,True,0.2677165354330709,False,-1.0,False,-1.0,False,-1.0,31.75,True,0.2677165354330709,False,-1.0,False,-1.0,False,-1.0,<25%
2022-09-26,down,115,280,3,0.46578140960163433,244.75,11379.75,86.75,27.25,True,1.853211009174312,False,-1.0,False,-1.0,False,-1.0,26.5,True,1.9056603773584906,False,-1.0,False,-1.0,False,-1.0,25-50%
2022-09-27,down,55,150,1,0.2337565347274085,334.75,11261.25,27.75,50.5,True,0.3811881188118812,False,-1.0,False,-1.0,False,-1.0,39.75,True,0.48427672955974843,False,-1.0,False,-1.0,False,-1.0,<25%
2022-09-28,up,15,45,1,0.29429429429429427,166.5,11425.25,7.25,41.75,False,4.508982035928144,True,0.17365269461077845,True,1.1706586826347305,True,2.1676646706586826,19.0,False,9.907894736842104,True,0.3815789473684211,True,2.5723684210526314,True,4.7631578947368425,25-50%
2022-09-28,up,15,130,2,0.23809523809523808,246.75,11481.5,31.25,27.5,False,4.8,True,1.1363636363636365,True,3.3795454545454544,False,2.6272727272727274,26.5,False,4.981132075471698,True,1.179245283018868,True,3.5070754716981134,False,2.7264150943396226,<25%
2022-09-29,down,200,260,1,0.21882542236524538,310.75,11111.25,19.75,48.25,True,0.12953367875647667,False,-1.0,False,-1.0,False,-1.0,22.0,True,0.23863636363636365,False,-1.0,False,-1.0,False,-1.0,<25%
2022-09-30,up,0,120,1,0.7362893815635939,214.25,11235.75,121.5,36.25,True,0.7379310344827587,False,-1.0,False,-1.0,False,-1.0,14.5,True,1.8448275862068966,False,-1.0,False,-1.0,False,-1.0,50-75%
2022-09-30,up,0,220,2,0.9824970828471412,214.25,11174.0,183.25,27.25,True,0.6513761467889908,False,-1.0,False,-1.0,False,-1.0,8.25,True,2.1515151515151514,False,-1.0,False,-1.0,False,-1.0,75-100%
2022-09-30,down,250,260,1,0.10102040816326531,245.0,11125.5,13.25,11.5,True,1.7173913043478262,True,1.1521739130434783,False,-1.0,False,-1.0,11.5,True,1.7173913043478262,True,1.1521739130434783,False,-1.0,False,-1.0,<25%
2022-09-30,down,250,300,2,0.22356215213358072,269.5,11107.5,19.75,40.5,False,2.0555555555555554,True,0.4876543209876543,False,1.9074074074074074,False,1.9074074074074074,40.5,False,2.0555555555555554,True,0.4876543209876543,False,1.9074074074074074,False,1.9074074074074074,<25%
2022-10-03,up,10,55,1,0.1588310038119441,196.75,11225.75,10.75,20.5,True,0.3780487804878049,False,-1.0,False,-1.0,False,-1.0,20.5,True,0.3780487804878049,False,-1.0,False,-1.0,False,-1.0,<25%
2022-10-03,up,10,90,2,0.397712833545108,196.75,11194.5,42.0,36.25,False,4.517241379310345,True,1.1586206896551725,True,2.5155172413793103,True,3.872413793103448,20.25,True,1.3950617283950617,False,-1.0,False,-1.0,False,-1.0,25-50%
2022-10-03,up,10,275,3,0.08241758241758242,318.5,11353.75,4.5,21.75,True,0.022988505747126436,False,-1.0,False,-1.0,False,-1.0,14.5,True,0.0,False,-1.0,False,-1.0,False,-1.0,<25%
2022-10-04,up,25,90,1,0.3130841121495327,160.5,11653.0,21.75,28.5,True,0.24561403508771928,False,-1.0,False,-1.0,False,-1.0,9.25,True,0.0,False,-1.0,False,-1.0,False,-1.0,25-50%
2022-10-04,up,25,115,2,0.3629283489096573,160.5,11645.25,29.5,28.75,True,0.23478260869565218,False,-1.0,False,-1.0,False,-1.0,25.5,True,0.2647058823529412,False,-1.0,False,-1.0,False,-1.0,25-50%
2022-10-04,up,25,200,3,0.9376947040498442,160.5,11608.5,66.25,84.25,False,0.47181008902077154,False,0.41839762611275966,False,0.41839762611275966,False,0.41839762611275966,21.5,True,0.7209302325581395,False,-1.0,False,-1.0,False,-1.0,75-100%
2022-10-05,up,135,195,1,0.1918997107039537,259.25,11607.25,18.5,31.25,True,0.12,False,-1.0,False,-1.0,False,-1.0,21.75,True,0.0,False,-1.0,False,-1.0,False,-1.0,<25%
2022-10-05,up,135,225,2,0.25650916104146576,259.25,11609.0,16.75,49.75,False,2.050251256281407,True,0.33668341708542715,True,1.6394472361809045,False,0.5527638190954773,24.25,False,4.206185567010309,True,0.6907216494845361,True,3.36340206185567,False,1.134020618556701,25-50%
2022-10-05,up,135,250,3,0.06945765937202664,262.75,11621.75,7.5,10.75,True,1.0232558139534884,True,0.6976744186046512,False,-1.0,False,-1.0,10.75,True,1.0232558139534884,True,0.6976744186046512,False,-1.0,False,-1.0,<25%
2022-10-07,down,45,60,1,0.22857142857142856,166.25,11194.0,10.25,27.75,False,5.4324324324324325,True,0.36936936936936937,True,1.867117117117117,True,3.364864864864865,27.75,False,5.4324324324324325,True,0.36936936936936937,True,1.867117117117117,True,3.364864864864865,<25%
2022-10-07,down,45,225,2,0.11190965092402463,243.5,11116.5,10.0,17.25,True,1.6956521739130435,True,0.5797101449275363,False,-1.0,False,-1.0,17.25,True,1.6956521739130435,True,0.5797101449275363,False,-1.0,False,-1.0,<25%
2022-10-07,down,45,285,3,0.18173168411037108,262.75,11092.0,4.75,43.0,False,1.1337209302325582,True,0.11046511627906977,False,-0.1744186046511628,False,-0.1744186046511628,15.5,True,3.1451612903225805,True,0.3064516129032258,False,-1.0,False,-1.0,<25%
2022-10-10,down,5,95,1,0.46027742749054223,198.25,10961.25,33.5,57.75,True,1.4632034632034632,True,0.5800865800865801,True,1.4383116883116882,False,-1.0,27.5,True,3.0727272727272728,True,1.2181818181818183,True,3.0204545454545455,False,-1.0,25-50%
2022-10-10,down,5,120,2,0.07847800237812129,210.25,10921.5,5.75,10.75,True,0.46511627906976744,False,-1.0,False,-1.0,False,-1.0,10.75,True,0.46511627906976744,False,-1.0,False,-1.0,False,-1.0,<25%
2022-10-11,up,70,110,1,0.39927623642943305,207.25,10986.75,9.0,73.75,True,0.7152542372881356,True,0.12203389830508475,False,-1.0,False,-1.0,16.5,True,0.0,False,-1.0,False,-1.0,False,-1.0,25-50%
2022-10-13,up,35,55,1,0.26037735849056604,530.0,10921.75,93.0,45.0,False,4.911111111111111,True,2.066666666666667,False,3.5444444444444443,False,3.5444444444444443,45.0,False,4.911111111111111,True,2.066666666666667,False,3.5444444444444443,False,3.5444444444444443,25-50%
2022-10-13,up,35,170,2,0.31825396825396823,630.0,11054.25,60.5,140.0,False,0.6321428571428571,True,0.43214285714285716,False,0.19285714285714287,False,0.19285714285714287,42.25,True,1.4911242603550297,True,1.4319526627218935,False,-1.0,False,-1.0,25-50%
2022-10-13,up,35,250,3,0.17470355731225296,632.5,11063.5,53.75,56.75,False,1.39647577092511,True,0.947136563876652,False,0.31277533039647576,False,0.31277533039647576,21.5,False,3.686046511627907,True,2.5,False,0.8255813953488372,False,0.8255813953488372,<25%
2022-10-14,down,10,85,1,0.07841866493843162,385.75,10832.75,11.0,19.25,True,0.0,False,-1.0,False,-1.0,False,-1.0,19.25,True,0.0,False,-1.0,False,-1.0,False,-1.0,<25%
2022-10-14,down,10,140,2,0.19092516205067767,424.25,10818.25,35.0,46.0,False,1.9891304347826086,True,0.7608695652173914,False,1.5271739130434783,False,1.5271739130434783,10.5,True,0.47619047619047616,False,-1.0,False,-1.0,False,-1.0,<25%
2022-10-14,down,10,280,3,0.13003975014196478,440.25,10774.0,6.75,50.5,False,0.9356435643564357,True,0.13366336633663367,False,0.5148514851485149,False,0.5148514851485149,22.5,True,0.6666666666666666,True,0.3,False,-1.0,False,-1.0,<25%
2022-10-18,down,0,150,1,0.47020818377602297,348.25,11152.0,68.5,95.25,True,0.04199475065616798,False,-1.0,False,-1.0,False,-1.0,51.0,True,0.0784313725490196,False,-1.0,False,-1.0,False,-1.0,25-50%
2022-10-18,down,0,210,2,0.49174443646805455,348.25,11219.75,136.25,35.0,False,3.95,True,3.892857142857143,False,0.4857142857142857,False,0.4857142857142857,29.0,False,4.767241379310345,True,4.698275862068965,False,0.5862068965517241,False,0.5862068965517241,25-50%
2022-10-18,down,0,280,3,0.19414703783012136,350.25,11108.0,26.5,41.5,True,0.23493975903614459,False,-1.0,False,-1.0,False,-1.0,18.5,True,0.0,False,-1.0,False,-1.0,False,-1.0,<25%
2022-10-18,down,0,320,4,0.3882940756602427,350.25,11181.25,99.75,36.25,False,0.4689655172413793,False,-0.593103448275862,False,-0.593103448275862,False,-0.593103448275862,36.25,False,0.4689655172413793,False,-0.593103448275862,False,-0.593103448275862,False,-0.593103448275862,25-50%
2022-10-21,up,90,135,1,0.2707509881422925,253.0,11238.5,9.75,58.75,False,2.3106382978723405,True,0.16595744680851063,True,1.2425531914893617,False,1.9659574468085106,28.75,False,4.721739130434782,True,0.3391304347826087,True,2.5391304347826087,False,4.017391304347826,25-50%
2022-10-21,up,90,150,2,0.13212927756653992,263.0,11252.5,5.75,29.0,True,0.23275862068965517,True,0.19827586206896552,False,-1.0,False,-1.0,22.5,True,0.3,True,0.25555555555555554,False,-1.0,False,-1.0,<25%
2022-10-21,up,90,270,3,0.14384615384615385,325.0,11316.75,3.5,43.25,False,1.329479768786127,True,0.08092485549132948,False,0.861271676300578,False,0.861271676300578,22.25,False,2.5842696629213484,True,0.15730337078651685,False,1.6741573033707866,False,1.6741573033707866,<25%
2022-10-24,up,105,240,1,0.32894736842105265,247.0,11437.75,17.0,64.25,False,1.2140077821011672,True,0.26459143968871596,False,0.6498054474708171,False,0.6498054474708171,8.75,False,8.914285714285715,True,1.9428571428571428,False,4.771428571428571,False,4.771428571428571,25-50%
2022-10-24,up,105,280,2,0.04810126582278481,296.25,11500.75,3.25,11.0,True,1.3636363636363635,True,0.29545454545454547,False,-1.0,False,-1.0,11.0,True,1.3636363636363635,True,0.29545454545454547,False,-1.0,False,-1.0,<25%
2022-10-25,up,35,180,1,0.47513089005235604,191.0,11658.75,47.25,43.5,False,1.5804597701149425,True,1.0862068965517242,False,1.235632183908046,False,1.235632183908046,14.75,True,0.0,False,-1.0,False,-1.0,False,-1.0,25-50%
2022-10-26,up,5,65,1,0.11348837209302326,268.75,11690.25,11.5,19.0,True,0.6973684210526315,True,0.6052631578947368,False,-1.0,False,-1.0,19.0,True,0.6973684210526315,True,0.6052631578947368,False,-1.0,False,-1.0,<25%
2022-10-26,up,5,285,2,0.9602587800369686,270.5,11484.0,219.5,40.25,True,0.018633540372670808,False,-1.0,False,-1.0,False,-1.0,21.0,True,0.0,False,-1.0,False,-1.0,False,-1.0,75-100%
2022-10-27,down,115,170,1,0.41570438799076215,216.5,11313.75,66.25,23.75,False,3.9368421052631577,True,2.789473684210526,False,3.1052631578947367,False,3.1052631578947367,23.75,False,3.9368421052631577,True,2.789473684210526,False,3.1052631578947367,False,3.1052631578947367,25-50%
2022-10-27,down,115,255,2,0.1344717182497332,234.25,11240.5,10.75,20.75,True,0.3493975903614458,False,-1.0,False,-1.0,False,-1.0,13.25,True,0.5471698113207547,False,-1.0,False,-1.0,False,-1.0,<25%
2022-10-28,up,5,35,1,0.13947128532360983,274.25,11469.25,11.25,27.0,True,1.037037037037037,True,0.4166666666666667,False,-1.0,False,-1.0,27.0,True,1.037037037037037,True,0.4166666666666667,False,-1.0,False,-1.0,<25%
2022-10-28,up,5,70,2,0.1950171821305842,291.0,11485.25,12.0,44.75,True,0.15083798882681565,False,-1.0,False,-1.0,False,-1.0,17.25,True,0.391304347826087,False,-1.0,False,-1.0,False,-1.0,<25%
2022-10-28,up,5,105,3,0.21391752577319587,291.0,11486.0,11.25,51.0,False,2.343137254901961,True,0.22058823529411764,True,1.6470588235294117,False,1.9313725490196079,10.5,False,11.380952380952381,True,1.0714285714285714,True,8.0,False,9.380952380952381,<25%
2022-10-28,up,5,140,4,0.1452728670253651,325.25,11522.75,8.75,38.5,False,2.1493506493506493,True,0.22727272727272727,False,1.603896103896104,False,1.603896103896104,21.0,False,3.9404761904761907,True,0.4166666666666667,False,2.9404761904761907,False,2.9404761904761907,<25%
2022-10-28,up,5,160,5,0.02744807121661721,337.0,11538.5,4.75,4.5,True,0.0,False,-1.0,False,-1.0,False,-1.0,4.5,True,0.0,False,-1.0,False,-1.0,False,-1.0,<25%
2022-10-28,up,5,225,6,0.11486001435750179,348.25,11542.75,11.75,28.25,False,2.2212389380530975,True,0.415929203539823,False,1.4778761061946903,False,1.4778761061946903,14.0,False,4.482142857142857,True,0.8392857142857143,False,2.982142857142857,False,2.982142857142857,<25%
2022-10-28,up,5,265,7,0.0429042904290429,378.75,11575.75,9.25,7.0,True,0.0,False,-1.0,False,-1.0,False,-1.0,7.0,True,0.0,False,-1.0,False,-1.0,False,-1.0,<25%
