date,direction,bo_minutes,trigger_minutes,trigger_rank,depth_at_trigger,dr_size,entry,dist_to_extreme_pts,leg_risk_pts,leg_stopped_first,leg_mfe_r,leg_hit_old_extreme,leg_r_old_extreme,leg_hit_ext_025,leg_r_ext_025,leg_hit_ext_05,leg_r_ext_05,trig_risk_pts,trig_stopped_first,trig_mfe_r,trig_hit_old_extreme,trig_r_old_extreme,trig_hit_ext_025,trig_r_ext_025,trig_hit_ext_05,trig_r_ext_05,depth_b
2023-04-19,up,5,65,2,0.3153153153153153,83.25,13158.25,5.5,20.75,False,3.3012048192771086,True,0.26506024096385544,True,1.2680722891566265,True,2.2710843373493974,20.75,False,3.3012048192771086,True,0.26506024096385544,True,1.2680722891566265,True,2.2710843373493974,25-50%
2023-04-19,up,5,115,3,0.1336206896551724,116.0,13191.5,5.0,10.5,True,3.357142857142857,True,0.47619047619047616,True,3.238095238095238,False,-1.0,8.25,True,4.2727272727272725,True,0.6060606060606061,True,4.121212121212121,False,-1.0,<25%
2023-04-19,up,5,265,4,0.27521367521367524,146.25,13207.25,19.5,20.75,True,0.4819277108433735,False,-1.0,False,-1.0,False,-1.0,9.5,True,0.0,False,-1.0,False,-1.0,False,-1.0,25-50%
2023-04-20,up,120,135,1,0.22535211267605634,124.25,13162.0,8.5,19.5,True,1.9487179487179487,True,0.4358974358974359,False,-1.0,False,-1.0,11.0,True,3.4545454545454546,True,0.7727272727272727,False,-1.0,False,-1.0,<25%
2023-04-21,up,85,140,1,0.3082191780821918,109.5,13071.75,20.25,13.5,True,3.7222222222222223,True,1.5,True,3.5277777777777777,False,-1.0,9.5,True,5.2894736842105265,True,2.1315789473684212,True,5.0131578947368425,False,-1.0,25-50%
2023-04-21,up,85,195,2,0.07099391480730223,123.25,13100.5,5.25,3.5,True,0.0,False,-1.0,False,-1.0,False,-1.0,3.5,True,0.0,False,-1.0,False,-1.0,False,-1.0,<25%
2023-04-21,up,85,325,3,0.4659498207885305,139.5,13088.25,33.75,31.25,False,0.0,False,0.0,False,0.0,False,0.0,8.25,False,0.0,False,0.0,False,0.0,False,0.0,25-50%
2023-04-24,down,5,50,1,0.15213358070500926,134.75,13006.75,7.5,13.0,True,3.0384615384615383,True,0.5769230769230769,False,-1.0,False,-1.0,13.0,True,3.0384615384615383,True,0.5769230769230769,False,-1.0,False,-1.0,<25%
2023-04-24,down,5,65,2,0.11545293072824156,140.75,12995.25,2.0,14.25,True,1.9649122807017543,True,0.14035087719298245,False,-1.0,False,-1.0,14.25,True,1.9649122807017543,True,0.14035087719298245,False,-1.0,False,-1.0,<25%
2023-04-24,down,5,155,3,0.29235382308845576,166.75,13005.25,38.0,10.75,True,0.0,False,-1.0,False,-1.0,False,-1.0,6.75,True,0.0,False,-1.0,False,-1.0,False,-1.0,25-50%
2023-04-24,down,5,240,4,0.6026986506746627,166.75,13037.25,70.0,30.5,False,0.26229508196721313,False,-0.7213114754098361,False,-0.7213114754098361,False,-0.7213114754098361,14.5,True,0.5517241379310345,False,-1.0,False,-1.0,False,-1.0,50-75%
2023-04-25,down,0,55,1,0.5263157894736842,85.5,12950.0,20.0,25.0,False,5.76,True,0.8,True,1.655,True,2.51,9.75,False,14.76923076923077,True,2.051282051282051,True,4.243589743589744,True,6.435897435897436,50-75%
2023-04-25,down,0,100,2,0.12053571428571429,112.0,12910.75,7.25,6.25,True,0.0,False,-1.0,False,-1.0,False,-1.0,6.25,True,0.0,False,-1.0,False,-1.0,False,-1.0,<25%
2023-04-25,down,0,115,3,0.17857142857142858,112.0,12908.5,5.0,15.0,True,1.4166666666666667,True,0.3333333333333333,False,-1.0,False,-1.0,9.0,True,2.361111111111111,True,0.5555555555555556,False,-1.0,False,-1.0,<25%
2023-04-25,down,0,160,4,0.29239766081871343,128.25,12894.5,7.25,30.25,False,2.925619834710744,True,0.2396694214876033,True,1.2995867768595042,True,2.3595041322314048,21.0,False,4.214285714285714,True,0.34523809523809523,True,1.8720238095238095,True,3.3988095238095237,25-50%
2023-04-25,down,0,170,5,0.20652173913043478,161.0,12872.75,18.25,15.0,False,4.45,True,1.2166666666666666,True,3.9,False,4.283333333333333,15.0,False,4.45,True,1.2166666666666666,True,3.9,False,4.283333333333333,<25%
2023-04-25,down,0,250,6,0.2127371273712737,184.5,12841.0,10.0,29.25,False,1.1965811965811965,True,0.3418803418803419,False,1.1111111111111112,False,1.1111111111111112,25.0,False,1.4,True,0.4,False,1.3,False,1.3,<25%
2023-04-25,down,0,315,7,0.09640102827763496,194.5,12823.25,2.25,16.5,True,0.0,False,-1.0,False,-1.0,False,-1.0,16.5,True,0.0,False,-1.0,False,-1.0,False,-1.0,<25%
2023-04-26,down,245,250,1,0.1434108527131783,129.0,12891.0,7.75,10.75,True,2.5348837209302326,True,0.7209302325581395,False,-1.0,False,-1.0,10.75,True,2.5348837209302326,True,0.7209302325581395,False,-1.0,False,-1.0,<25%
2023-04-27,up,0,75,1,0.1623134328358209,134.0,13142.0,5.5,16.25,False,6.846153846153846,True,0.3384615384615385,True,2.4,True,4.461538461538462,16.25,False,6.846153846153846,True,0.3384615384615385,True,2.4,True,4.461538461538462,<25%
2023-04-27,up,0,110,2,0.08739495798319327,148.75,13158.0,4.25,8.75,False,10.885714285714286,True,0.4857142857142857,True,4.735714285714286,True,8.985714285714286,8.75,False,10.885714285714286,True,0.4857142857142857,True,4.735714285714286,True,8.985714285714286,<25%
2023-04-27,up,0,125,3,0.06532663316582915,149.25,13159.0,3.75,6.0,False,15.708333333333334,True,0.625,True,6.84375,True,13.0625,2.75,True,0.0,False,-1.0,False,-1.0,False,-1.0,<25%
2023-04-27,up,0,190,4,0.04491413474240423,189.25,13197.75,5.0,3.5,False,15.857142857142858,True,1.4285714285714286,True,14.946428571428571,False,9.571428571428571,3.5,False,15.857142857142858,True,1.4285714285714286,True,14.946428571428571,False,9.571428571428571,<25%
2023-04-27,up,0,200,5,0.07448107448107448,204.75,13210.0,8.25,7.0,True,0.0,False,-1.0,False,-1.0,False,-1.0,7.0,True,0.0,False,-1.0,False,-1.0,False,-1.0,<25%
2023-04-27,up,0,210,6,0.08913308913308914,204.75,13212.75,5.5,12.75,False,3.176470588235294,True,0.43137254901960786,False,1.4509803921568627,False,1.4509803921568627,11.0,False,3.6818181818181817,True,0.5,False,1.6818181818181819,False,1.6818181818181819,<25%
2023-04-27,up,0,285,7,0.08217716115261472,234.25,13245.5,2.25,17.0,True,0.45588235294117646,True,0.1323529411764706,False,-1.0,False,-1.0,12.0,True,0.6458333333333334,True,0.1875,False,-1.0,False,-1.0,<25%
2023-05-01,up,120,170,1,0.15012722646310434,98.25,13352.75,4.25,10.5,True,0.0,False,-1.0,False,-1.0,False,-1.0,10.5,True,0.0,False,-1.0,False,-1.0,False,-1.0,<25%
2023-05-01,up,120,195,2,0.15990453460620524,104.75,13350.5,13.0,3.75,True,0.0,False,-1.0,False,-1.0,False,-1.0,3.75,True,0.0,False,-1.0,False,-1.0,False,-1.0,<25%
2023-05-01,up,120,315,3,0.7446300715990454,104.75,13313.0,50.5,27.5,False,0.3090909090909091,False,-0.32727272727272727,False,-0.32727272727272727,False,-0.32727272727272727,11.25,True,0.7555555555555555,False,-1.0,False,-1.0,False,-1.0,50-75%
2023-05-01,down,45,50,1,0.38405797101449274,69.0,13265.0,1.75,24.75,True,0.25252525252525254,True,0.0707070707070707,False,-1.0,False,-1.0,24.75,True,0.25252525252525254,True,0.0707070707070707,False,-1.0,False,-1.0,25-50%
2023-05-02,down,0,40,1,0.14885496183206107,196.5,13129.25,12.5,16.75,True,1.1343283582089552,True,0.746268656716418,False,-1.0,False,-1.0,16.75,True,1.1343283582089552,True,0.746268656716418,False,-1.0,False,-1.0,<25%
2023-05-02,down,0,85,2,0.24876847290640394,203.0,13123.25,13.0,37.5,True,0.24666666666666667,False,-1.0,False,-1.0,False,-1.0,16.25,True,0.5692307692307692,False,-1.0,False,-1.0,False,-1.0,<25%
2023-05-02,down,0,220,3,0.5480295566502463,203.0,13176.75,66.5,44.75,False,0.2011173184357542,False,-0.1787709497206704,False,-0.1787709497206704,False,-0.1787709497206704,23.5,True,0.3829787234042553,False,-1.0,False,-1.0,False,-1.0,50-75%
2023-05-04,up,35,40,1,0.2890995260663507,105.5,13091.75,15.5,15.0,True,0.0,False,-1.0,False,-1.0,False,-1.0,15.0,True,0.0,False,-1.0,False,-1.0,False,-1.0,25-50%
2023-05-04,up,35,105,2,0.7251184834123223,105.5,13052.0,55.25,21.25,False,3.7294117647058824,True,2.6,False,-0.18823529411764706,False,-0.18823529411764706,11.75,True,6.74468085106383,True,4.702127659574468,False,-1.0,False,-1.0,50-75%
2023-05-04,up,35,300,3,0.7142857142857143,129.5,13078.25,53.0,39.5,False,0.3670886075949367,False,-0.7658227848101266,False,-0.7658227848101266,False,-0.7658227848101266,18.75,True,0.7733333333333333,False,-1.0,False,-1.0,False,-1.0,50-75%
2023-05-05,up,0,40,1,0.1986970684039088,153.5,13265.0,12.75,17.75,True,0.0,False,-1.0,False,-1.0,False,-1.0,17.75,True,0.0,False,-1.0,False,-1.0,False,-1.0,<25%
2023-05-05,up,0,55,2,0.23615635179153094,153.5,13272.25,5.5,30.75,True,0.04878048780487805,False,-1.0,False,-1.0,False,-1.0,16.25,True,0.09230769230769231,False,-1.0,False,-1.0,False,-1.0,<25%
2023-05-05,up,0,140,3,0.252442996742671,153.5,13260.25,17.5,21.25,False,4.647058823529412,True,0.8235294117647058,True,2.6294117647058823,True,4.435294117647059,12.0,False,8.229166666666666,True,1.4583333333333333,True,4.65625,True,7.854166666666667,25-50%
2023-05-05,up,0,190,4,0.04929577464788732,177.5,13299.75,2.0,6.75,False,8.777777777777779,True,0.2962962962962963,True,6.87037037037037,False,3.5925925925925926,6.75,False,8.777777777777779,True,0.2962962962962963,True,6.87037037037037,False,3.5925925925925926,<25%
2023-05-05,up,0,275,5,0.09584664536741214,234.75,13351.75,7.25,15.25,True,0.09836065573770492,False,-1.0,False,-1.0,False,-1.0,5.75,True,0.0,False,-1.0,False,-1.0,False,-1.0,<25%
2023-05-08,up,80,85,1,0.13284132841328414,67.75,13321.25,1.0,8.0,True,0.375,True,0.125,False,-1.0,False,-1.0,8.0,True,0.375,True,0.125,False,-1.0,False,-1.0,<25%
2023-05-08,up,80,95,2,0.16845878136200718,69.75,13322.25,2.0,9.75,True,0.0,False,-1.0,False,-1.0,False,-1.0,9.75,True,0.0,False,-1.0,False,-1.0,False,-1.0,<25%
2023-05-08,up,80,155,3,0.18421052631578946,76.0,13327.5,3.0,11.0,True,2.4545454545454546,True,0.2727272727272727,True,2.0,False,-1.0,11.0,True,2.4545454545454546,True,0.2727272727272727,True,2.0,False,-1.0,<25%
2023-05-08,up,80,265,4,0.1211453744493392,113.5,13361.75,6.25,7.5,True,0.0,False,-1.0,False,-1.0,False,-1.0,7.5,True,0.0,False,-1.0,False,-1.0,False,-1.0,<25%
2023-05-08,up,80,315,5,0.27312775330396477,113.5,13358.25,9.75,21.25,False,0.2235294117647059,False,-0.17647058823529413,False,-0.17647058823529413,False,-0.17647058823529413,5.75,True,0.0,False,-1.0,False,-1.0,False,-1.0,25-50%
2023-05-09,down,80,230,1,0.6244897959183674,61.25,13285.25,29.0,9.25,False,3.7567567567567566,True,3.135135135135135,False,2.054054054054054,False,2.054054054054054,8.5,False,4.088235294117647,True,3.411764705882353,False,2.235294117647059,False,2.235294117647059,50-75%
2023-05-11,up,55,85,1,0.3654390934844193,88.25,13441.5,8.25,24.0,True,0.7604166666666666,True,0.34375,False,-1.0,False,-1.0,13.5,True,0.0,False,-1.0,False,-1.0,False,-1.0,25-50%
2023-05-11,up,55,185,2,0.35368956743002544,98.25,13447.0,12.75,22.0,True,0.0,False,-1.0,False,-1.0,False,-1.0,11.5,True,0.0,False,-1.0,False,-1.0,False,-1.0,25-50%
2023-05-11,up,55,245,3,0.6743002544529262,98.25,13449.5,10.25,56.0,False,0.3705357142857143,True,0.18303571428571427,False,-0.04017857142857143,False,-0.04017857142857143,13.75,True,1.509090909090909,True,0.7454545454545455,False,-1.0,False,-1.0,50-75%
2023-05-12,down,0,50,1,0.18706697459584296,108.25,13385.75,6.75,13.5,True,1.1666666666666667,True,0.5,False,-1.0,False,-1.0,13.5,True,1.1666666666666667,True,0.5,False,-1.0,False,-1.0,<25%
2023-05-12,down,0,70,2,0.13859275053304904,117.25,13375.75,5.75,10.5,True,0.0,False,-1.0,False,-1.0,False,-1.0,10.5,True,0.0,False,-1.0,False,-1.0,False,-1.0,<25%
2023-05-12,down,0,200,3,0.3086053412462908,168.5,13331.0,12.25,39.75,True,0.5157232704402516,True,0.3081761006289308,False,-1.0,False,-1.0,13.5,True,1.5185185185185186,True,0.9074074074074074,False,-1.0,False,-1.0,25-50%
2023-05-12,down,0,220,4,0.13617021276595745,176.25,13315.25,4.25,19.75,True,0.24050632911392406,True,0.21518987341772153,False,-1.0,False,-1.0,19.75,True,0.24050632911392406,True,0.21518987341772153,False,-1.0,False,-1.0,<25%
2023-05-15,up,50,75,1,0.23563218390804597,87.0,13436.0,2.5,18.0,True,2.4444444444444446,True,0.1388888888888889,True,1.3472222222222223,False,-1.0,18.0,True,2.4444444444444446,True,0.1388888888888889,True,1.3472222222222223,False,-1.0,<25%
2023-05-15,up,50,105,2,0.16581632653061223,98.0,13448.75,0.75,15.5,True,0.0,False,-1.0,False,-1.0,False,-1.0,15.5,True,0.0,False,-1.0,False,-1.0,False,-1.0,<25%
2023-05-15,up,50,165,3,0.08365758754863813,128.5,13471.0,9.0,1.75,True,0.0,False,-1.0,False,-1.0,False,-1.0,1.75,True,0.0,False,-1.0,False,-1.0,False,-1.0,<25%
2023-05-15,up,50,325,4,0.48249027237354086,128.5,13472.0,8.0,54.0,False,0.0,False,0.0,False,0.0,False,0.0,15.25,False,0.0,False,0.0,False,0.0,False,0.0,25-50%
2023-05-16,up,25,30,1,0.22418136020151133,99.25,13520.5,13.25,9.0,True,1.3333333333333333,False,-1.0,False,-1.0,False,-1.0,9.0,True,1.3333333333333333,False,-1.0,False,-1.0,False,-1.0,<25%
2023-05-16,up,25,50,2,0.24433249370277077,99.25,13523.75,10.0,14.25,True,1.1929824561403508,True,0.7017543859649122,False,-1.0,False,-1.0,10.0,True,1.7,True,1.0,False,-1.0,False,-1.0,<25%
2023-05-16,up,25,125,3,0.18695652173913044,115.0,13548.0,1.5,20.0,True,0.325,True,0.075,False,-1.0,False,-1.0,11.25,True,0.5777777777777777,True,0.13333333333333333,False,-1.0,False,-1.0,<25%
2023-05-16,up,25,145,4,0.21041666666666667,120.0,13549.0,5.5,19.75,True,0.27848101265822783,True,0.27848101265822783,False,-1.0,False,-1.0,9.75,True,0.5641025641025641,True,0.5641025641025641,False,-1.0,False,-1.0,<25%
2023-05-16,up,25,195,5,0.25625,120.0,13542.25,12.25,18.5,True,0.33783783783783783,False,-1.0,False,-1.0,False,-1.0,12.5,True,0.28,False,-1.0,False,-1.0,False,-1.0,25-50%
2023-05-16,up,25,250,6,0.39375,120.0,13527.0,27.5,19.75,True,0.7721518987341772,False,-1.0,False,-1.0,False,-1.0,9.5,True,1.605263157894737,False,-1.0,False,-1.0,False,-1.0,25-50%
2023-05-17,up,65,85,1,0.22058823529411764,85.0,13554.25,6.25,12.5,True,0.08,False,-1.0,False,-1.0,False,-1.0,10.0,True,0.0,False,-1.0,False,-1.0,False,-1.0,<25%
2023-05-17,up,65,110,2,0.2735294117647059,85.0,13546.25,14.25,9.0,False,13.63888888888889,True,1.5833333333333333,True,3.9444444444444446,True,6.305555555555555,8.25,False,14.878787878787879,True,1.7272727272727273,True,4.303030303030303,True,6.878787878787879,25-50%
2023-05-17,up,65,205,3,0.06459948320413436,193.5,13667.25,1.75,10.75,True,0.0,False,-1.0,False,-1.0,False,-1.0,10.75,True,0.0,False,-1.0,False,-1.0,False,-1.0,<25%
2023-05-17,up,65,255,4,0.21963824289405684,193.5,13645.75,23.25,19.25,True,0.025974025974025976,False,-1.0,False,-1.0,False,-1.0,19.25,True,0.025974025974025976,False,-1.0,False,-1.0,False,-1.0,<25%
2023-05-17,up,65,275,5,0.25839793281653745,193.5,13651.75,17.25,32.75,False,0.31297709923664124,False,-0.21374045801526717,False,-0.21374045801526717,False,-0.21374045801526717,10.75,True,0.9534883720930233,False,-1.0,False,-1.0,False,-1.0,25-50%
2023-05-18,up,0,140,1,0.3987654320987654,202.5,13796.5,58.75,22.0,True,1.9545454545454546,False,-1.0,False,-1.0,False,-1.0,12.25,True,0.0,False,-1.0,False,-1.0,False,-1.0,25-50%
2023-05-18,up,0,240,2,0.4888888888888889,202.5,13794.0,61.25,37.75,False,2.8410596026490067,True,1.6225165562913908,False,2.5364238410596025,False,2.5364238410596025,5.5,False,19.5,True,11.136363636363637,False,17.40909090909091,False,17.40909090909091,25-50%
2023-05-18,up,0,325,3,0.09557344064386318,248.5,13889.75,11.5,12.25,False,0.0,False,0.0,False,0.0,False,0.0,12.25,False,0.0,False,0.0,False,0.0,False,0.0,<25%
2023-05-19,down,55,120,1,0.6042154566744731,106.75,13823.75,1.5,63.0,False,0.15079365079365079,True,0.023809523809523808,False,-0.5476190476190477,False,-0.5476190476190477,23.75,True,0.0,False,-1.0,False,-1.0,False,-1.0,50-75%
2023-05-19,down,55,195,2,0.5023255813953489,107.5,13849.75,28.25,25.75,False,1.3786407766990292,True,1.0970873786407767,False,-0.3300970873786408,False,-0.3300970873786408,10.75,True,3.302325581395349,True,2.627906976744186,False,-1.0,False,-1.0,50-75%
2023-05-19,down,55,255,3,0.2984749455337691,114.75,13824.0,9.75,24.5,True,0.030612244897959183,False,-1.0,False,-1.0,False,-1.0,10.0,True,0.0,False,-1.0,False,-1.0,False,-1.0,25-50%
2023-05-23,down,125,175,1,0.42401960784313725,102.0,13786.5,10.5,32.75,False,2.33587786259542,True,0.32061068702290074,True,1.099236641221374,True,1.8778625954198473,30.0,False,2.55,True,0.35,True,1.2,True,2.05,25-50%
2023-05-23,down,125,285,2,0.2368815592203898,166.75,13714.5,3.25,36.25,True,0.12413793103448276,True,0.0896551724137931,False,-1.0,False,-1.0,34.25,True,0.13138686131386862,True,0.0948905109489051,False,-1.0,False,-1.0,<25%
2023-05-23,down,125,320,3,0.28125,168.0,13736.5,26.5,20.75,False,0.6506024096385542,False,0.5301204819277109,False,0.5301204819277109,False,0.5301204819277109,17.75,False,0.7605633802816901,False,0.6197183098591549,False,0.6197183098591549,False,0.6197183098591549,25-50%
2023-05-24,down,20,210,1,0.7488479262672811,108.5,13618.75,52.25,29.0,True,0.5948275862068966,False,-1.0,False,-1.0,False,-1.0,29.0,True,0.5948275862068966,False,-1.0,False,-1.0,False,-1.0,50-75%
2023-05-25,up,40,105,1,0.48523985239852396,135.5,13977.25,9.5,56.25,False,0.96,True,0.1688888888888889,True,0.7711111111111111,False,0.017777777777777778,17.0,True,3.176470588235294,True,0.5588235294117647,True,2.551470588235294,False,-1.0,25-50%
2023-05-25,up,40,115,2,0.13398692810457516,153.0,13994.25,10.0,10.5,True,0.0,False,-1.0,False,-1.0,False,-1.0,10.5,True,0.0,False,-1.0,False,-1.0,False,-1.0,<25%
2023-05-25,up,40,165,3,0.24836601307189543,153.0,13984.75,19.5,18.5,True,2.5135135135135136,True,1.054054054054054,False,-1.0,False,-1.0,12.0,True,3.875,True,1.625,False,-1.0,False,-1.0,<25%
2023-05-25,up,40,225,4,0.26666666666666666,180.0,14013.5,17.75,30.25,True,0.03305785123966942,False,-1.0,False,-1.0,False,-1.0,12.5,True,0.0,False,-1.0,False,-1.0,False,-1.0,25-50%
2023-05-26,up,0,20,1,0.09100204498977506,244.5,14255.25,4.0,18.25,True,0.7671232876712328,True,0.2191780821917808,False,-1.0,False,-1.0,18.25,True,0.7671232876712328,True,0.2191780821917808,False,-1.0,False,-1.0,<25%
2023-05-26,up,0,60,2,0.1974459724950884,254.5,14256.5,12.75,37.5,False,2.986666666666667,True,0.34,True,2.0366666666666666,False,2.04,10.75,False,10.418604651162791,True,1.186046511627907,True,7.104651162790698,False,7.116279069767442,<25%
2023-05-26,up,0,95,3,0.07672188317349608,286.75,14294.5,7.0,15.0,False,4.933333333333334,True,0.4666666666666667,False,2.566666666666667,False,2.566666666666667,7.0,True,0.0,False,-1.0,False,-1.0,False,-1.0,<25%
2023-05-26,up,0,115,4,0.056265984654731455,293.25,14306.0,2.0,14.5,False,4.310344827586207,True,0.13793103448275862,False,1.8620689655172413,False,1.8620689655172413,14.5,False,4.310344827586207,True,0.13793103448275862,False,1.8620689655172413,False,1.8620689655172413,<25%
2023-05-26,up,0,230,5,0.13198757763975155,322.0,14323.75,13.0,29.5,False,1.5169491525423728,True,0.4406779661016949,False,0.3135593220338983,False,0.3135593220338983,13.5,False,3.314814814814815,True,0.9629629629629629,False,0.6851851851851852,False,0.6851851851851852,<25%
2023-05-26,up,0,310,6,0.11731448763250883,353.75,14350.25,18.25,23.25,True,0.11827956989247312,False,-1.0,False,-1.0,False,-1.0,23.25,True,0.11827956989247312,False,-1.0,False,-1.0,False,-1.0,<25%
2023-05-30,down,175,185,1,0.12549537648612946,189.25,14380.25,10.0,13.75,True,3.1636363636363636,True,0.7272727272727273,False,-1.0,False,-1.0,13.75,True,3.1636363636363636,True,0.7272727272727273,False,-1.0,False,-1.0,<25%
2023-05-31,down,45,105,1,0.3573667711598746,159.5,14283.5,30.75,26.25,True,1.2285714285714286,True,1.1714285714285715,False,-1.0,False,-1.0,16.25,True,1.9846153846153847,True,1.8923076923076922,False,-1.0,False,-1.0,25-50%
2023-06-01,up,10,50,1,0.22259136212624583,150.5,14388.25,14.25,19.25,False,7.2727272727272725,True,0.7402597402597403,True,2.6948051948051948,True,4.64935064935065,19.25,False,7.2727272727272725,True,0.7402597402597403,True,2.6948051948051948,True,4.64935064935065,<25%
2023-06-01,up,10,75,2,0.14262820512820512,156.0,14401.75,6.25,16.0,False,7.90625,True,0.390625,True,2.828125,True,5.265625,9.0,False,14.055555555555555,True,0.6944444444444444,True,5.027777777777778,True,9.36111111111111,<25%
2023-06-01,up,10,95,3,0.07022106631989597,192.25,14436.5,7.75,5.75,False,15.956521739130435,True,1.3478260869565217,True,9.706521739130435,False,6.391304347826087,5.75,False,15.956521739130435,True,1.3478260869565217,True,9.706521739130435,False,6.391304347826087,<25%
2023-06-01,up,10,255,4,0.08568548387096774,248.0,14495.0,5.0,16.25,True,2.046153846153846,True,0.3076923076923077,False,-1.0,False,-1.0,10.25,True,3.2439024390243905,True,0.4878048780487805,False,-1.0,False,-1.0,<25%
2023-06-01,up,10,265,5,0.052732502396931925,260.75,14503.5,9.25,4.5,True,5.5,True,2.0555555555555554,False,-1.0,False,-1.0,4.5,True,5.5,True,2.0555555555555554,False,-1.0,False,-1.0,<25%
2023-06-01,up,10,280,6,0.039269406392694065,273.75,14522.5,3.25,7.5,True,0.7666666666666667,True,0.43333333333333335,False,-1.0,False,-1.0,7.5,True,0.7666666666666667,True,0.43333333333333335,False,-1.0,False,-1.0,<25%
2023-06-05,up,20,35,1,0.2644230769230769,104.0,14669.75,2.0,25.5,True,0.9803921568627451,True,0.0784313725490196,False,-1.0,False,-1.0,25.5,True,0.9803921568627451,True,0.0784313725490196,False,-1.0,False,-1.0,25-50%
2023-06-05,up,20,100,2,0.33884297520661155,121.0,14684.25,4.5,36.5,True,0.2876712328767123,True,0.1232876712328767,False,-1.0,False,-1.0,12.0,True,0.7083333333333334,True,0.375,False,-1.0,False,-1.0,25-50%
2023-06-05,up,20,140,3,0.196,125.0,14688.75,4.0,20.5,True,0.2926829268292683,True,0.1951219512195122,False,-1.0,False,-1.0,11.5,True,0.5217391304347826,True,0.34782608695652173,False,-1.0,False,-1.0,<25%
2023-06-05,up,20,155,4,0.0984251968503937,127.0,14691.75,3.0,9.5,True,0.0,False,-1.0,False,-1.0,False,-1.0,9.5,True,0.0,False,-1.0,False,-1.0,False,-1.0,<25%
2023-06-05,down,240,270,1,0.45923460898502494,150.25,14562.5,18.0,51.0,False,0.37254901960784315,True,0.35294117647058826,False,-0.4852941176470588,False,-0.4852941176470588,51.0,False,0.37254901960784315,True,0.35294117647058826,False,-0.4852941176470588,False,-0.4852941176470588,25-50%
2023-06-05,down,240,325,2,0.41983471074380163,151.25,14587.25,43.75,19.75,False,0.0,False,-0.0,False,-0.0,False,-0.0,10.25,False,0.0,False,-0.0,False,-0.0,False,-0.0,25-50%
2023-06-06,up,15,75,1,0.6528117359413202,102.25,14596.75,10.0,56.75,True,0.47577092511013214,True,0.1762114537444934,False,-1.0,False,-1.0,22.0,True,1.2272727272727273,True,0.45454545454545453,False,-1.0,False,-1.0,50-75%
2023-06-06,up,15,155,2,0.8050314465408805,119.25,14560.5,63.25,32.75,False,1.297709923664122,False,0.7099236641221374,False,0.7099236641221374,False,0.7099236641221374,20.0,True,1.0,False,-1.0,False,-1.0,False,-1.0,75-100%
2023-06-07,down,5,70,1,0.2706270627062706,227.25,14455.0,7.25,54.25,False,2.7557603686635943,True,0.1336405529953917,True,1.1808755760368663,True,2.228110599078341,26.75,False,5.588785046728972,True,0.27102803738317754,True,2.3948598130841123,True,4.518691588785047,25-50%
2023-06-07,down,5,140,2,0.1791044776119403,301.5,14392.5,19.0,35.0,False,2.4857142857142858,True,0.5428571428571428,False,1.7357142857142858,False,1.7357142857142858,31.5,False,2.761904761904762,True,0.6031746031746031,False,1.9285714285714286,False,1.9285714285714286,<25%
2023-06-07,down,5,235,3,0.20344053851907254,334.25,14385.0,44.25,23.75,False,3.3473684210526318,True,1.8631578947368421,False,2.2421052631578946,False,2.2421052631578946,9.75,False,8.153846153846153,True,4.538461538461538,False,5.461538461538462,False,5.461538461538462,<25%
2023-06-07,down,5,255,4,0.0924683072334079,335.25,14349.5,9.75,21.25,True,0.3058823529411765,False,-1.0,False,-1.0,False,-1.0,14.5,True,0.4482758620689655,False,-1.0,False,-1.0,False,-1.0,<25%
2023-06-07,down,5,300,5,0.08136094674556213,338.0,14338.75,1.75,25.75,False,1.2912621359223302,True,0.06796116504854369,False,0.27184466019417475,False,0.27184466019417475,25.75,False,1.2912621359223302,True,0.06796116504854369,False,0.27184466019417475,False,0.27184466019417475,<25%
2023-06-08,up,10,55,1,0.16691729323308271,166.25,14491.0,3.25,24.5,True,1.3265306122448979,True,0.1326530612244898,False,-1.0,False,-1.0,17.25,True,1.8840579710144927,True,0.18840579710144928,False,-1.0,False,-1.0,<25%
2023-06-08,up,10,290,2,0.5242966751918159,195.5,14496.0,27.5,75.0,False,0.26,False,0.05,False,0.05,False,0.05,11.0,True,0.0,False,-1.0,False,-1.0,False,-1.0,50-75%
2023-06-09,down,55,85,1,0.2886762360446571,156.75,14531.5,0.75,44.5,True,0.7921348314606742,True,0.016853932584269662,False,-1.0,False,-1.0,35.0,True,1.0071428571428571,True,0.02142857142857143,False,-1.0,False,-1.0,25-50%
2023-06-09,down,55,125,2,0.16689280868385345,184.25,14509.5,6.25,24.5,True,0.5408163265306123,True,0.25510204081632654,False,-1.0,False,-1.0,20.25,True,0.654320987654321,True,0.30864197530864196,False,-1.0,False,-1.0,<25%
2023-06-09,down,55,225,3,0.6222222222222222,191.25,14593.25,97.0,22.0,False,2.5,False,1.6704545454545454,False,1.6704545454545454,False,1.6704545454545454,4.75,True,0.0,False,-1.0,False,-1.0,False,-1.0,50-75%
2023-06-12,up,15,40,1,0.7054545454545454,68.75,14803.5,29.25,19.25,False,9.727272727272727,True,1.5194805194805194,True,2.4123376623376624,True,3.3051948051948052,14.25,False,13.140350877192983,True,2.0526315789473686,True,3.258771929824561,True,4.464912280701754,50-75%
