date,side,raid_type,raid_minutes,entry_minutes,raid_depth_r,leg_bars,leg_size,leg_size_r,entry,stop,risk_pts,entry_inside_ib,entry_proj,stopped,max_proj,minutes_to_1x
2021-12-06,short,close_through,110,245,0.47759562841530057,1,2.0,0.008743169398907104,15869.5,15897.25,27.75,False,7.75,False,30.375,5.0
2021-12-07,short,close_through,5,155,0.4597315436241611,3,18.0,0.12080536912751678,16310.25,16336.5,26.25,False,1.1527777777777777,True,1.9583333333333333,5.0
2021-12-08,short,close_through,190,220,0.21140142517814728,3,32.5,0.3087885985748218,16333.25,16379.0,45.75,True,1.2384615384615385,True,1.6923076923076923,5.0
2021-12-09,long,close_through,0,10,0.11226252158894647,1,8.75,0.06044905008635579,16290.25,16253.25,37.0,True,2.657142857142857,True,8.857142857142858,5.0
2021-12-10,long,close_through,15,55,0.538,2,59.0,0.472,16213.25,16136.0,77.25,True,1.097457627118644,False,3.2033898305084745,5.0
2021-12-13,long,close_through,0,15,0.08981001727115717,2,28.25,0.19516407599309155,16224.5,16181.75,42.75,True,1.3008849557522124,True,1.7079646017699115,5.0
2021-12-14,long,close_through,15,150,0.8164665523156089,2,26.0,0.1783876500857633,15786.5,15734.0,52.5,False,1.7307692307692308,False,8.64423076923077,5.0
2021-12-15,short,close_through,215,310,2.7697095435684647,2,53.0,0.43983402489626555,16198.5,16261.5,63.0,False,1.1179245283018868,True,1.5849056603773586,5.0
2021-12-15,long,close_through,45,115,0.5560165975103735,3,43.5,0.36099585062240663,15793.75,15740.25,53.5,False,1.103448275862069,False,12.683908045977011,5.0
2021-12-16,long,close_through,30,160,0.7562189054726368,5,53.0,0.2109452736318408,15956.0,15900.75,55.25,False,1.0141509433962264,True,1.4481132075471699,5.0
2021-12-17,short,close_through,10,60,0.5934640522875817,2,91.5,0.47843137254901963,15848.0,15956.5,108.5,False,1.1120218579234973,False,2.273224043715847,5.0
2021-12-20,long,close_through,25,50,0.2786177105831533,1,8.25,0.07127429805615551,15552.0,15510.75,41.25,True,3.090909090909091,True,3.757575757575758,5.0
2021-12-21,short,close_through,85,250,0.8306233062330624,2,14.75,0.07994579945799458,15923.75,15951.5,27.75,False,1.0169491525423728,True,0.0,
2021-12-21,long,close_through,0,10,0.04742547425474255,1,17.0,0.0921409214092141,15642.25,15605.0,37.25,True,1.9264705882352942,False,22.220588235294116,5.0
