date,range_name,model,side,zone,range_width,penetration_pts,penetration_atr,disp_ratio,stop_pts,entry_minute,outcome,r,r_be25,minutes_to_exit
2021-04-01,6am,retest,short,0.0,18.0,4.75,1.3366834170854272,1.7741935483870968,6.9230769230769225,456,loss,-1.0,0.0,11
2021-04-01,6am,retest,short,0.05,18.0,4.75,1.3366834170854272,1.7741935483870968,6.230769230769511,456,loss,-1.0,0.0,11
2021-04-01,6am,retest,short,0.1,18.0,4.75,1.3366834170854272,1.7741935483870968,5.538461538462098,456,loss,-1.0,0.0,11
2021-04-01,7am,failure,short,0.0,28.5,2.5,0.5263157894736842,0.558659217877095,10.961538461538462,484,loss,-1.0,-1.0,8
2021-04-01,7am,failure,short,0.05,28.5,2.5,0.5263157894736842,0.558659217877095,9.865384615385175,484,loss,-1.0,-1.0,8
2021-04-01,7am,failure,short,0.1,28.5,2.5,0.5263157894736842,0.558659217877095,8.76923076923049,484,loss,-1.0,-1.0,8
2021-04-02,6am,retest,short,0.0,19.5,2.75,1.1407407407407408,1.1864406779661016,7.5,489,win,1.3,1.3,12
2021-04-02,6am,retest,short,0.05,19.5,2.75,1.1407407407407408,1.1864406779661016,6.74999999999972,489,win,1.3,1.3,11
2021-04-02,6am,retest,short,0.1,19.5,2.75,1.1407407407407408,1.1864406779661016,5.9999999999994404,489,win,1.3,1.3,8
2021-04-02,6am,failure,short,0.0,19.5,0.75,0.33599999999999997,0.7017543859649122,7.5,487,win,1.3,1.3,14
2021-04-02,6am,failure,short,0.05,19.5,0.75,0.33599999999999997,0.7017543859649122,6.74999999999972,487,win,1.3,1.3,13
2021-04-02,6am,failure,short,0.1,19.5,0.75,0.33599999999999997,0.7017543859649122,5.9999999999994404,487,win,1.3,1.3,10
2021-04-02,7am,failure,short,0.0,11.5,0.25,0.10144927536231883,0.4081632653061224,4.423076923076923,482,loss,-1.0,0.0,5
2021-04-02,7am,failure,short,0.05,11.5,0.25,0.10144927536231883,0.4081632653061224,3.980769230768671,482,loss,-1.0,0.0,5
2021-04-02,7am,failure,short,0.1,11.5,0.25,0.10144927536231883,0.4081632653061224,3.538461538461818,482,loss,-1.0,0.0,4
2021-04-05,6am,retest,short,0.0,26.25,2.75,0.9565217391304348,1.2121212121212122,10.096153846153845,483,win,1.3,1.3,11
2021-04-05,6am,retest,short,0.05,26.25,2.75,0.9565217391304348,1.2121212121212122,9.086538461538462,483,win,1.3,1.3,11
2021-04-05,6am,retest,short,0.1,26.25,2.75,0.9565217391304348,1.2121212121212122,8.076923076923077,483,win,1.3,1.3,11
2021-04-05,6am,failure,short,0.0,26.25,3.5,1.3802816901408452,1.0101010101010102,10.096153846153845,481,win,1.3,1.3,13
2021-04-05,6am,failure,short,0.05,26.25,3.5,1.3802816901408452,1.0101010101010102,9.086538461538462,481,win,1.3,1.3,13
2021-04-05,6am,failure,short,0.1,26.25,3.5,1.3802816901408452,1.0101010101010102,8.076923076923077,481,win,1.3,1.3,13
2021-04-05,7am,retest,short,0.0,23.25,4.0,1.5774647887323945,1.0101010101010102,8.942307692307692,483,win,1.3,1.3,11
2021-04-05,7am,retest,short,0.05,23.25,4.0,1.5774647887323945,1.0101010101010102,8.048076923076643,483,win,1.3,1.3,11
2021-04-05,7am,retest,short,0.1,23.25,4.0,1.5774647887323945,1.0101010101010102,7.153846153845594,483,win,1.3,1.3,11
2021-04-06,7am,retest,short,0.0,36.75,28.75,8.563829787234042,2.4806201550387597,14.134615384615383,535,loss,-1.0,-1.0,5
2021-04-06,7am,retest,short,0.05,36.75,28.75,8.563829787234042,2.4806201550387597,12.721153846154126,535,loss,-1.0,-1.0,5
2021-04-06,7am,retest,short,0.1,36.75,28.75,8.563829787234042,2.4806201550387597,11.307692307692866,535,loss,-1.0,-1.0,5
2021-04-07,6am,retest,long,0.0,24.75,6.0,1.9421965317919074,5.128205128205129,9.519230769230768,430,loss,-1.0,0.0,19
2021-04-07,6am,retest,long,0.05,24.75,6.0,1.9421965317919074,5.128205128205129,8.567307692308251,430,loss,-1.0,0.0,19
2021-04-07,6am,retest,long,0.1,24.75,6.0,1.9421965317919074,5.128205128205129,7.615384615384335,430,win,1.3,1.3,9
2021-04-07,7am,retest,long,0.0,21.0,8.75,2.487309644670051,2.657342657342657,8.076923076923077,510,loss,-1.0,-1.0,7
2021-04-07,7am,retest,long,0.05,21.0,8.75,2.487309644670051,2.657342657342657,7.269230769231329,510,loss,-1.0,0.0,7
2021-04-07,7am,retest,long,0.1,21.0,8.75,2.487309644670051,2.657342657342657,6.461538461538182,510,loss,-1.0,0.0,6
2021-04-08,6am,retest,long,0.0,30.0,2.75,1.0,2.631578947368421,11.538461538461538,490,win,1.3,1.3,21
2021-04-08,6am,retest,long,0.05,30.0,2.75,1.0,2.631578947368421,10.384615384615385,490,win,1.3,1.3,21
2021-04-08,6am,retest,long,0.1,30.0,2.75,1.0,2.631578947368421,9.23076923076923,490,loss,-1.0,0.0,3
2021-04-08,6am,failure,long,0.0,30.0,0.5,0.16091954022988506,3.6,11.538461538461538,468,win,1.3,0.0,43
2021-04-08,6am,failure,long,0.05,30.0,0.5,0.16091954022988506,3.6,10.384615384615385,468,win,1.3,0.0,43
2021-04-08,6am,failure,long,0.1,30.0,0.5,0.16091954022988506,3.6,9.23076923076923,468,loss,-1.0,0.0,25
2021-04-08,7am,retest,long,0.0,20.75,6.5,1.421875,4.25531914893617,7.980769230769231,498,win,1.3,1.3,12
2021-04-08,7am,retest,long,0.05,20.75,6.5,1.421875,4.25531914893617,7.182692307692028,498,win,1.3,1.3,12
2021-04-08,7am,retest,long,0.1,20.75,6.5,1.421875,4.25531914893617,6.384615384614825,498,win,1.3,1.3,12
2021-04-09,6am,retest,short,0.0,31.0,3.0,0.7636363636363637,2.302158273381295,11.923076923076923,425,loss,-1.0,-1.0,18
2021-04-09,6am,retest,short,0.05,31.0,3.0,0.7636363636363637,2.302158273381295,10.73076923076979,425,loss,-1.0,-1.0,18
2021-04-09,6am,retest,short,0.1,31.0,3.0,0.7636363636363637,2.302158273381295,9.538461538461258,425,loss,-1.0,0.0,18
2021-04-09,6am,retest,long,0.0,31.0,7.0,1.6198347107438018,3.114754098360656,11.923076923076923,512,loss,-1.0,0.0,8
2021-04-09,6am,retest,long,0.05,31.0,7.0,1.6198347107438018,3.114754098360656,10.73076923076979,512,loss,-1.0,0.0,8
2021-04-09,6am,retest,long,0.1,31.0,7.0,1.6198347107438018,3.114754098360656,9.538461538461258,512,loss,-1.0,0.0,8
2021-04-09,6am,failure,long,0.0,31.0,1.25,0.2904564315352697,0.3157894736842105,11.923076923076923,503,loss,-1.0,0.0,17
2021-04-09,6am,failure,long,0.05,31.0,1.25,0.2904564315352697,0.3157894736842105,10.73076923076979,503,loss,-1.0,0.0,17
2021-04-09,7am,failure,long,0.0,32.0,0.5,0.11864406779661017,0.49689440993788814,12.307692307692307,482,loss,-1.0,-1.0,8
2021-04-09,7am,failure,long,0.05,32.0,0.5,0.11864406779661017,0.49689440993788814,11.076923076922796,482,loss,-1.0,-1.0,8
2021-04-09,7am,failure,long,0.1,32.0,0.5,0.11864406779661017,0.49689440993788814,9.846153846153285,482,loss,-1.0,-1.0,5
2021-04-12,7am,retest,short,0.0,26.0,6.25,1.8134715025906736,3.089430894308943,10.0,546,win,1.3,0.0,22
2021-04-12,7am,retest,short,0.05,26.0,6.25,1.8134715025906736,3.089430894308943,9.00000000000056,546,win,1.3,0.0,22
2021-04-12,7am,retest,short,0.1,26.0,6.25,1.8134715025906736,3.089430894308943,7.99999999999972,546,win,1.3,0.0,22
2021-04-12,7am,failure,short,0.0,26.0,2.0,0.7567567567567568,0.6779661016949152,10.0,543,win,1.3,0.0,25
2021-04-13,6am,retest,short,0.0,37.75,5.0,1.222707423580786,2.5850340136054424,14.519230769230768,501,win,1.3,1.3,9
2021-04-13,6am,retest,short,0.05,37.75,5.0,1.222707423580786,2.5850340136054424,13.067307692307132,501,win,1.3,1.3,9
2021-04-13,6am,retest,short,0.1,37.75,5.0,1.222707423580786,2.5850340136054424,11.615384615384896,501,win,1.3,1.3,9
2021-04-13,6am,retest,long,0.0,37.75,2.5,0.5035971223021583,4.195804195804196,14.519230769230768,424,win,1.3,1.3,17
2021-04-13,6am,retest,long,0.05,37.75,2.5,0.5035971223021583,4.195804195804196,13.067307692307132,424,win,1.3,0.0,11
2021-04-13,6am,retest,long,0.1,37.75,2.5,0.5035971223021583,4.195804195804196,11.615384615384896,424,win,1.3,0.0,11
2021-04-14,6am,retest,long,0.0,11.5,5.25,1.2564102564102564,2.057142857142857,4.423076923076923,561,loss,-1.0,0.0,7
2021-04-14,6am,retest,long,0.05,11.5,5.25,1.2564102564102564,2.057142857142857,3.980769230768671,561,loss,-1.0,0.0,7
2021-04-14,6am,retest,long,0.1,11.5,5.25,1.2564102564102564,2.057142857142857,3.538461538461818,561,loss,-1.0,0.0,7
2021-04-14,6am,failure,long,0.0,11.5,1.0,0.2557077625570776,3.3962264150943398,4.423076923076923,557,loss,-1.0,-1.0,0
2021-04-14,6am,failure,long,0.05,11.5,1.0,0.2557077625570776,3.3962264150943398,3.980769230768671,557,loss,-1.0,-1.0,0
2021-04-14,6am,failure,long,0.1,11.5,1.0,0.2557077625570776,3.3962264150943398,3.538461538461818,557,loss,-1.0,-1.0,0
2021-04-14,7am,retest,long,0.0,30.5,1.5,0.37668161434977576,1.6438356164383563,11.73076923076923,543,loss,-1.0,-1.0,14
2021-04-14,7am,retest,long,0.05,30.5,1.5,0.37668161434977576,1.6438356164383563,10.557692307692587,543,loss,-1.0,0.0,14
2021-04-14,7am,retest,long,0.1,30.5,1.5,0.37668161434977576,1.6438356164383563,9.384615384615945,543,loss,-1.0,0.0,14
2021-04-15,7am,failure,short,0.0,36.25,0.75,0.21428571428571427,0.9655172413793104,13.942307692307692,491,loss,-1.0,-1.0,6
2021-04-15,7am,failure,short,0.05,36.25,0.75,0.21428571428571427,0.9655172413793104,12.548076923076923,491,loss,-1.0,-1.0,6
2021-04-15,7am,failure,short,0.1,36.25,0.75,0.21428571428571427,0.9655172413793104,11.153846153846153,491,loss,-1.0,-1.0,6
2021-04-16,6am,failure,short,0.0,19.5,0.25,0.11382113821138211,0.4938271604938272,7.5,428,loss,-1.0,-1.0,4
2021-04-16,6am,failure,short,0.05,19.5,0.25,0.11382113821138211,0.4938271604938272,6.74999999999972,428,loss,-1.0,-1.0,4
2021-04-16,6am,failure,short,0.1,19.5,0.25,0.11382113821138211,0.4938271604938272,5.9999999999994404,428,loss,-1.0,-1.0,3
2021-04-16,7am,retest,short,0.0,32.75,28.25,9.646341463414634,7.428571428571429,12.596153846153845,547,loss,-1.0,0.0,21
2021-04-16,7am,retest,short,0.05,32.75,28.25,9.646341463414634,7.428571428571429,11.336538461537902,547,loss,-1.0,0.0,21
2021-04-16,7am,retest,short,0.1,32.75,28.25,9.646341463414634,7.428571428571429,10.076923076923356,547,loss,-1.0,0.0,21
2021-04-19,6am,retest,long,0.0,48.0,4.25,0.952,0.989010989010989,18.46153846153846,485,loss,-1.0,-1.0,11
2021-04-19,6am,retest,long,0.05,48.0,4.25,0.952,0.989010989010989,16.615384615384894,485,loss,-1.0,-1.0,11
2021-04-19,6am,retest,long,0.1,48.0,4.25,0.952,0.989010989010989,14.769230769231328,485,loss,-1.0,-1.0,10
2021-04-20,6am,retest,short,0.0,44.5,10.0,1.8006430868167203,1.0232558139534884,17.115384615384613,460,loss,-1.0,0.0,100
2021-04-20,6am,retest,short,0.05,44.5,10.0,1.8006430868167203,1.0232558139534884,15.403846153845873,460,loss,-1.0,-1.0,24
2021-04-20,6am,retest,short,0.1,44.5,10.0,1.8006430868167203,1.0232558139534884,13.692307692307132,460,loss,-1.0,-1.0,24
2021-04-20,7am,retest,short,0.0,33.0,5.5,1.4528301886792454,2.2857142857142856,12.692307692307692,486,win,1.3,1.3,21
2021-04-20,7am,retest,short,0.05,33.0,5.5,1.4528301886792454,2.2857142857142856,11.423076923077202,486,win,1.3,1.3,17
2021-04-20,7am,retest,short,0.1,33.0,5.5,1.4528301886792454,2.2857142857142856,10.153846153846713,486,win,1.3,1.3,17
2021-04-20,7am,failure,short,0.0,33.0,2.25,0.608695652173913,0.425531914893617,12.692307692307692,483,win,1.3,1.3,24
2021-04-20,7am,failure,short,0.05,33.0,2.25,0.608695652173913,0.425531914893617,11.423076923077202,483,win,1.3,1.3,20
2021-04-20,7am,failure,short,0.1,33.0,2.25,0.608695652173913,0.425531914893617,10.153846153846713,483,win,1.3,1.3,20
2021-04-21,6am,retest,long,0.0,33.25,3.75,0.9545454545454546,3.0303030303030303,12.788461538461538,489,loss,-1.0,-1.0,17
2021-04-21,6am,retest,long,0.05,33.25,3.75,0.9545454545454546,3.0303030303030303,11.509615384615104,489,loss,-1.0,-1.0,12
2021-04-21,6am,retest,long,0.1,33.25,3.75,0.9545454545454546,3.0303030303030303,10.23076923076867,489,loss,-1.0,0.0,12
2021-04-21,7am,retest,long,0.0,30.5,6.75,1.7181818181818183,3.0303030303030303,11.73076923076923,495,loss,-1.0,-1.0,6
2021-04-21,7am,retest,long,0.05,30.5,6.75,1.7181818181818183,3.0303030303030303,10.557692307692587,495,loss,-1.0,-1.0,6
2021-04-21,7am,retest,long,0.1,30.5,6.75,1.7181818181818183,3.0303030303030303,9.384615384615945,495,loss,-1.0,-1.0,6
2021-04-21,7am,failure,long,0.0,30.5,1.75,0.48514851485148514,0.7142857142857143,11.73076923076923,486,loss,-1.0,-1.0,15
2021-04-21,7am,failure,long,0.05,30.5,1.75,0.48514851485148514,0.7142857142857143,10.557692307692587,486,loss,-1.0,-1.0,15
2021-04-21,7am,failure,long,0.1,30.5,1.75,0.48514851485148514,0.7142857142857143,9.384615384615945,486,loss,-1.0,-1.0,15
2021-04-22,6am,failure,long,0.0,33.0,2.0,0.42424242424242425,1.1049723756906076,12.692307692307692,487,win,1.3,1.3,5
2021-04-22,6am,failure,long,0.05,33.0,2.0,0.42424242424242425,1.1049723756906076,11.423076923077202,487,win,1.3,1.3,5
2021-04-22,6am,failure,long,0.1,33.0,2.0,0.42424242424242425,1.1049723756906076,10.153846153846713,487,win,1.3,1.3,2
2021-04-22,7am,retest,short,0.0,24.25,8.0,1.7707509881422923,2.857142857142857,9.326923076923077,530,win,1.3,1.3,13
2021-04-22,7am,retest,short,0.05,24.25,8.0,1.7707509881422923,2.857142857142857,8.394230769231049,530,win,1.3,1.3,8
2021-04-22,7am,retest,short,0.1,24.25,8.0,1.7707509881422923,2.857142857142857,7.461538461539021,530,win,1.3,1.3,8
2021-04-22,7am,failure,long,0.0,24.25,2.5,0.5303030303030303,1.1049723756906076,9.326923076923077,487,win,1.3,1.3,2
2021-04-22,7am,failure,long,0.05,24.25,2.5,0.5303030303030303,1.1049723756906076,8.394230769231049,487,win,1.3,1.3,2
2021-04-22,7am,failure,long,0.1,24.25,2.5,0.5303030303030303,1.1049723756906076,7.461538461539021,487,win,1.3,1.3,2
2021-04-23,7am,failure,short,0.0,19.75,0.75,0.19626168224299065,4.705882352941177,7.596153846153846,482,win,1.3,1.3,2
2021-04-23,7am,failure,short,0.05,19.75,0.75,0.19626168224299065,4.705882352941177,6.836538461539021,482,win,1.3,1.3,2
2021-04-23,7am,failure,short,0.1,19.75,0.75,0.19626168224299065,4.705882352941177,6.076923076922797,482,win,1.3,1.3,2
2021-04-26,6am,retest,short,0.0,18.0,3.75,1.0994764397905759,1.6901408450704227,6.9230769230769225,485,loss,-1.0,0.0,23
2021-04-26,6am,retest,short,0.05,18.0,3.75,1.0994764397905759,1.6901408450704227,6.230769230769511,485,loss,-1.0,0.0,23
2021-04-26,6am,retest,short,0.1,18.0,3.75,1.0994764397905759,1.6901408450704227,5.538461538462098,485,loss,-1.0,-1.0,4
2021-04-26,6am,retest,long,0.0,18.0,10.5,2.7348837209302324,5.8730158730158735,6.9230769230769225,433,win,1.3,0.0,32
2021-04-26,6am,retest,long,0.05,18.0,10.5,2.7348837209302324,5.8730158730158735,6.230769230769511,433,win,1.3,0.0,31
2021-04-26,6am,retest,long,0.1,18.0,10.5,2.7348837209302324,5.8730158730158735,5.538461538462098,433,win,1.3,0.0,30
2021-04-26,7am,retest,short,0.0,32.25,1.25,0.35714285714285715,2.935779816513761,12.403846153846153,506,loss,-1.0,-1.0,20
2021-04-26,7am,retest,short,0.05,32.25,1.25,0.35714285714285715,2.935779816513761,11.163461538462098,506,loss,-1.0,-1.0,14
2021-04-26,7am,retest,short,0.1,32.25,1.25,0.35714285714285715,2.935779816513761,9.923076923076643,506,loss,-1.0,-1.0,14
2021-04-26,7am,failure,short,0.0,32.25,2.0,0.7320261437908496,0.7547169811320755,12.403846153846153,490,loss,-1.0,0.0,36
2021-04-26,7am,failure,short,0.05,32.25,2.0,0.7320261437908496,0.7547169811320755,11.163461538462098,490,loss,-1.0,0.0,30
2021-04-26,7am,failure,short,0.1,32.25,2.0,0.7320261437908496,0.7547169811320755,9.923076923076643,490,loss,-1.0,0.0,30
2021-04-27,6am,retest,short,0.0,21.25,2.5,1.0687022900763359,0.9090909090909091,8.173076923076923,438,win,1.3,1.3,23
2021-04-27,6am,retest,short,0.05,21.25,2.5,1.0687022900763359,0.9090909090909091,7.355769230769231,438,win,1.3,1.3,18
2021-04-27,6am,retest,short,0.1,21.25,2.5,1.0687022900763359,0.9090909090909091,6.538461538461538,438,win,1.3,1.3,18
2021-04-27,6am,failure,short,0.0,21.25,1.0,0.42748091603053434,1.3861386138613863,8.173076923076923,426,win,1.3,1.3,35
2021-04-27,6am,failure,short,0.05,21.25,1.0,0.42748091603053434,1.3861386138613863,7.355769230769231,426,win,1.3,1.3,30
2021-04-27,6am,failure,short,0.1,21.25,1.0,0.42748091603053434,1.3861386138613863,6.538461538461538,426,win,1.3,1.3,30
2021-04-27,7am,retest,short,0.0,13.75,2.75,0.927710843373494,3.518518518518518,5.288461538461538,494,win,1.3,0.0,30
2021-04-27,7am,retest,short,0.05,13.75,2.75,0.927710843373494,3.518518518518518,4.759615384615384,494,win,1.3,0.0,30
2021-04-27,7am,retest,short,0.1,13.75,2.75,0.927710843373494,3.518518518518518,4.230769230769231,494,win,1.3,0.0,30
2021-04-28,6am,retest,short,0.0,15.75,4.0,1.4640522875816993,3.4,6.0576923076923075,427,loss,-1.0,-1.0,1
2021-04-28,6am,retest,short,0.05,15.75,4.0,1.4640522875816993,3.4,5.451923076922797,427,loss,-1.0,-1.0,1
2021-04-28,6am,retest,short,0.1,15.75,4.0,1.4640522875816993,3.4,4.846153846153286,427,loss,-1.0,-1.0,1
2021-04-28,6am,retest,long,0.0,15.75,9.0,1.984251968503937,1.7391304347826089,6.0576923076923075,472,loss,-1.0,-1.0,3
2021-04-28,6am,retest,long,0.05,15.75,9.0,1.984251968503937,1.7391304347826089,5.451923076922797,472,loss,-1.0,-1.0,1
2021-04-28,6am,retest,long,0.1,15.75,9.0,1.984251968503937,1.7391304347826089,4.846153846153286,472,loss,-1.0,0.0,1
2021-04-28,6am,failure,long,0.0,15.75,1.5,0.368421052631579,0.9248554913294798,6.0576923076923075,463,loss,-1.0,-1.0,2
2021-04-28,6am,failure,long,0.05,15.75,1.5,0.368421052631579,0.9248554913294798,5.451923076922797,463,loss,-1.0,-1.0,2
2021-04-28,6am,failure,long,0.1,15.75,1.5,0.368421052631579,0.9248554913294798,4.846153846153286,463,loss,-1.0,0.0,2
2021-04-29,6am,retest,short,0.0,19.5,12.5,4.666666666666667,0.847457627118644,7.5,448,loss,-1.0,-1.0,2
2021-04-29,6am,retest,short,0.05,19.5,12.5,4.666666666666667,0.847457627118644,6.74999999999972,448,loss,-1.0,-1.0,2
2021-04-29,6am,retest,short,0.1,19.5,12.5,4.666666666666667,0.847457627118644,5.9999999999994404,448,loss,-1.0,-1.0,2
2021-04-29,7am,retest,short,0.0,26.75,3.5,0.6163522012578616,1.032258064516129,10.288461538461538,518,loss,-1.0,-1.0,15
2021-04-29,7am,retest,short,0.05,26.75,3.5,0.6163522012578616,1.032258064516129,9.259615384615664,518,loss,-1.0,-1.0,12
2021-04-29,7am,retest,short,0.1,26.75,3.5,0.6163522012578616,1.032258064516129,8.23076923076979,518,loss,-1.0,-1.0,11
2021-04-29,7am,failure,short,0.0,26.75,2.25,0.4131147540983607,0.23391812865497075,10.288461538461538,515,loss,-1.0,-1.0,18
2021-04-29,7am,failure,short,0.05,26.75,2.25,0.4131147540983607,0.23391812865497075,9.259615384615664,515,loss,-1.0,-1.0,15
2021-04-29,7am,failure,short,0.1,26.75,2.25,0.4131147540983607,0.23391812865497075,8.23076923076979,515,loss,-1.0,-1.0,14
2021-04-30,6am,retest,long,0.0,59.0,6.0,0.8527918781725888,2.297872340425532,22.69230769230769,519,win,1.3,1.3,47
2021-04-30,6am,retest,long,0.05,59.0,6.0,0.8527918781725888,2.297872340425532,20.423076923076362,519,win,1.3,1.3,47
2021-04-30,6am,retest,long,0.1,59.0,6.0,0.8527918781725888,2.297872340425532,18.153846153846434,519,win,1.3,1.3,20
2021-04-30,7am,retest,long,0.0,28.5,22.0,3.5504322766570606,2.5,10.961538461538462,525,win,1.3,1.3,7
2021-04-30,7am,retest,long,0.05,28.5,22.0,3.5504322766570606,2.5,9.865384615385175,525,win,1.3,1.3,5
2021-04-30,7am,retest,long,0.1,28.5,22.0,3.5504322766570606,2.5,8.76923076923049,525,win,1.3,1.3,5
2021-04-30,7am,failure,long,0.0,28.5,3.0,0.5714285714285714,4.554455445544555,10.961538461538462,512,loss,-1.0,-1.0,5
2021-04-30,7am,failure,long,0.05,28.5,3.0,0.5714285714285714,4.554455445544555,9.865384615385175,512,loss,-1.0,-1.0,5
2021-04-30,7am,failure,long,0.1,28.5,3.0,0.5714285714285714,4.554455445544555,8.76923076923049,512,loss,-1.0,-1.0,5
2021-05-03,6am,retest,short,0.0,34.25,4.75,1.2606635071090047,5.573770491803279,13.173076923076923,443,loss,-1.0,0.0,70
2021-05-03,6am,retest,short,0.05,34.25,4.75,1.2606635071090047,5.573770491803279,11.85576923076951,443,loss,-1.0,0.0,68
2021-05-03,6am,retest,short,0.1,34.25,4.75,1.2606635071090047,5.573770491803279,10.538461538462098,443,loss,-1.0,0.0,68
2021-05-03,7am,retest,short,0.0,23.5,10.0,2.6291079812206575,4.966442953020134,9.038461538461538,517,loss,-1.0,-1.0,10
2021-05-03,7am,retest,short,0.05,23.5,10.0,2.6291079812206575,4.966442953020134,8.134615384615945,517,loss,-1.0,-1.0,8
2021-05-03,7am,retest,short,0.1,23.5,10.0,2.6291079812206575,4.966442953020134,7.230769230768951,517,loss,-1.0,-1.0,7
2021-05-04,6am,failure,long,0.0,30.75,3.25,0.7109375,0.1092896174863388,11.826923076923077,456,loss,-1.0,-1.0,3
2021-05-04,6am,failure,long,0.05,30.75,3.25,0.7109375,0.1092896174863388,10.64423076923049,456,loss,-1.0,-1.0,3
2021-05-04,6am,failure,long,0.1,30.75,3.25,0.7109375,0.1092896174863388,9.461538461537902,456,loss,-1.0,-1.0,3
2021-05-05,7am,failure,long,0.0,33.0,0.5,0.07106598984771574,2.2006472491909386,12.692307692307692,515,win,1.3,1.3,7
2021-05-05,7am,failure,long,0.05,33.0,0.5,0.07106598984771574,2.2006472491909386,11.423076923077202,515,win,1.3,1.3,6
2021-05-05,7am,failure,long,0.1,33.0,0.5,0.07106598984771574,2.2006472491909386,10.153846153846713,515,win,1.3,1.3,3
2021-05-06,6am,retest,long,0.0,37.25,11.25,1.4285714285714286,6.507936507936508,14.326923076923077,427,loss,-1.0,0.0,60
2021-05-06,6am,retest,long,0.05,37.25,11.25,1.4285714285714286,6.507936507936508,12.894230769231328,427,win,1.3,1.3,8
2021-05-06,6am,retest,long,0.1,37.25,11.25,1.4285714285714286,6.507936507936508,11.461538461538181,427,win,1.3,1.3,7
2021-05-06,7am,retest,long,0.0,32.0,4.5,0.7753846153846153,4.675324675324675,12.307692307692307,491,loss,-1.0,-1.0,8
2021-05-06,7am,retest,long,0.05,32.0,4.5,0.7753846153846153,4.675324675324675,11.076923076922796,491,loss,-1.0,-1.0,7
2021-05-06,7am,retest,long,0.1,32.0,4.5,0.7753846153846153,4.675324675324675,9.846153846153285,491,loss,-1.0,-1.0,7
2021-05-07,7am,retest,long,0.0,17.0,8.25,2.8170731707317076,5.656565656565657,6.538461538461538,490,win,1.3,0.0,14
2021-05-07,7am,retest,long,0.05,17.0,8.25,2.8170731707317076,5.656565656565657,5.884615384615104,490,loss,-1.0,-1.0,2
2021-05-07,7am,retest,long,0.1,17.0,8.25,2.8170731707317076,5.656565656565657,5.230769230768671,490,loss,-1.0,-1.0,0
2021-05-07,7am,failure,short,0.0,17.0,2.75,0.6062992125984252,1.794871794871795,6.538461538461538,508,loss,-1.0,-1.0,2
2021-05-07,7am,failure,short,0.05,17.0,2.75,0.6062992125984252,1.794871794871795,5.884615384615104,508,loss,-1.0,0.0,2
2021-05-07,7am,failure,short,0.1,17.0,2.75,0.6062992125984252,1.794871794871795,5.230769230768671,508,loss,-1.0,0.0,1
2021-05-10,6am,retest,short,0.0,26.5,4.5,0.8181818181818182,3.5294117647058827,10.192307692307692,520,win,1.3,1.3,14
2021-05-10,6am,retest,short,0.05,26.5,4.5,0.8181818181818182,3.5294117647058827,9.173076923076364,520,win,1.3,1.3,14
2021-05-10,6am,retest,short,0.1,26.5,4.5,0.8181818181818182,3.5294117647058827,8.153846153846434,520,win,1.3,1.3,13
2021-05-10,6am,retest,long,0.0,26.5,7.75,1.6377358490566039,2.6035502958579886,10.192307692307692,465,win,1.3,0.0,21
2021-05-10,6am,retest,long,0.05,26.5,7.75,1.6377358490566039,2.6035502958579886,9.173076923076364,465,win,1.3,1.3,8
2021-05-10,6am,retest,long,0.1,26.5,7.75,1.6377358490566039,2.6035502958579886,8.153846153846434,465,win,1.3,1.3,8
2021-05-10,6am,failure,short,0.0,26.5,0.5,0.11475409836065575,0.8,10.192307692307692,431,win,1.3,1.3,14
2021-05-10,6am,failure,short,0.05,26.5,0.5,0.11475409836065575,0.8,9.173076923076364,431,win,1.3,1.3,11
2021-05-10,6am,failure,short,0.1,26.5,0.5,0.11475409836065575,0.8,8.153846153846434,431,win,1.3,0.0,10
2021-05-11,6am,retest,long,0.0,40.0,12.25,1.5210643015521064,1.4166666666666667,15.384615384615383,467,loss,-1.0,-1.0,10
2021-05-11,6am,retest,long,0.05,40.0,12.25,1.5210643015521064,1.4166666666666667,13.846153846153845,467,loss,-1.0,-1.0,10
2021-05-11,6am,retest,long,0.1,40.0,12.25,1.5210643015521064,1.4166666666666667,12.307692307692307,467,loss,-1.0,0.0,10
2021-05-11,6am,failure,long,0.0,40.0,2.5,0.4,1.9047619047619049,15.384615384615383,454,loss,-1.0,-1.0,23
2021-05-11,7am,retest,long,0.0,71.75,9.5,1.303921568627451,0.7868852459016393,27.596153846153847,496,loss,-1.0,-1.0,13
2021-05-11,7am,retest,long,0.05,71.75,9.5,1.303921568627451,0.7868852459016393,24.83653846153874,496,loss,-1.0,-1.0,2
2021-05-11,7am,retest,long,0.1,71.75,9.5,1.303921568627451,0.7868852459016393,22.076923076923634,496,loss,-1.0,-1.0,2
2021-05-11,7am,failure,long,0.0,71.75,4.25,0.5384615384615384,0.8304498269896194,27.596153846153847,490,loss,-1.0,-1.0,19
2021-05-11,7am,failure,long,0.05,71.75,4.25,0.5384615384615384,0.8304498269896194,24.83653846153874,490,loss,-1.0,-1.0,8
2021-05-11,7am,failure,long,0.1,71.75,4.25,0.5384615384615384,0.8304498269896194,22.076923076923634,490,loss,-1.0,-1.0,8
2021-05-12,6am,failure,short,0.0,52.75,2.25,0.3351063829787234,2.2222222222222223,20.288461538461537,498,win,1.3,1.3,11
