date,slot,o,h,l,c,range,body_ratio,close_dist,exp_ratio,med20,rel_range,broke,break_dir,reverted,reverted_first,max_ext,max_retrace,ctype,body_ratio_b,rel_range_b,close_dist_b,exp_ratio_b
2021-05-27,6,13629.5,13653.75,13624.25,13646.5,29.5,0.576271186440678,0.5084745762711864,1.4047619047619047,28.75,1.0260869565217392,True,up,True,True,0.9830508474576272,1.076271186440678,mixed,high,mid,mid,high
2021-05-28,6,13710.25,13726.0,13705.25,13725.75,20.75,0.7469879518072289,0.9759036144578314,0.9120879120879121,30.125,0.6887966804979253,True,down,False,False,1.216867469879518,0.060240963855421686,mixed,high,low,high,mid
2021-05-31,6,13669.25,13678.75,13657.0,13678.75,21.75,0.4367816091954023,1.0,0.925531914893617,28.125,0.7733333333333333,True,up,True,True,0.21839080459770116,0.7011494252873564,consolidation,mid,low,high,mid
2021-06-01,6,13738.25,13746.25,13734.5,13736.0,11.75,0.19148936170212766,0.7446808510638298,0.746031746031746,26.625,0.4413145539906103,True,down,True,True,0.425531914893617,1.8936170212765957,consolidation,low,low,high,low
2021-06-02,6,13637.5,13646.75,13629.5,13644.75,17.25,0.42028985507246375,0.7681159420289855,0.8846153846153846,26.125,0.6602870813397129,True,up,False,False,1.5507246376811594,0.43478260869565216,consolidation,mid,low,high,mid
2021-06-03,6,13642.75,13644.75,13568.25,13578.0,76.5,0.8464052287581699,0.7450980392156863,2.1549295774647885,24.875,3.0753768844221105,True,down,False,False,0.7483660130718954,0.12091503267973856,expansion,high,high,high,high
2021-06-04,6,13537.0,13541.0,13500.0,13534.75,41.0,0.054878048780487805,0.6951219512195121,1.8636363636363635,24.875,1.6482412060301508,True,up,False,False,1.6341463414634145,0.3475609756097561,mixed,low,high,high,high
2021-06-07,6,13707.0,13723.0,13701.25,13711.5,21.75,0.20689655172413793,0.05747126436781609,0.5403726708074534,26.625,0.8169014084507042,True,up,True,True,2.1264367816091956,0.5517241379310345,consolidation,low,low,low,low
2021-06-08,6,13846.0,13847.75,13785.5,13843.5,62.25,0.040160642570281124,0.8634538152610441,2.3055555555555554,25.0,2.49,True,up,False,False,0.7871485943775101,0.0642570281124498,mixed,low,high,high,high
2021-06-09,6,13827.5,13854.0,13826.75,13851.5,27.25,0.8807339449541285,0.8165137614678899,1.3974358974358974,25.0,1.09,True,up,True,True,0.6513761467889908,0.908256880733945,mixed,high,mid,high,high
2021-06-10,6,13781.75,13788.5,13765.5,13773.0,23.0,0.3804347826086957,0.34782608695652173,0.9108910891089109,25.0,0.92,True,up,True,True,2.0434782608695654,2.717391304347826,mixed,mid,mid,mid,mid
2021-06-11,6,13958.75,13996.75,13950.0,13994.25,46.75,0.7593582887700535,0.893048128342246,3.2241379310344827,23.125,2.0216216216216214,True,up,True,True,0.0213903743315508,0.7165775401069518,expansion,high,high,high,high
2021-06-14,6,14021.75,14037.0,14016.5,14033.25,20.5,0.5609756097560976,0.6341463414634146,1.9523809523809523,24.875,0.8241206030150754,True,up,True,True,0.3048780487804878,1.646341463414634,mixed,mid,mid,mid,high
2021-06-15,6,14128.5,14140.75,14120.75,14140.5,20.0,0.6,0.975,1.6,24.875,0.8040201005025126,True,up,True,True,0.2375,1.5625,mixed,high,low,high,high
