date,slot,o,h,l,c,range,body_ratio,close_dist,exp_ratio,med20,rel_range,broke,break_dir,reverted,reverted_first,max_ext,max_retrace,ctype,body_ratio_b,rel_range_b,close_dist_b,exp_ratio_b
2022-10-21,6,11000.0,11008.75,10977.75,11002.75,31.0,0.08870967741935484,0.6129032258064516,0.7560975609756098,53.25,0.5821596244131455,True,up,True,True,0.6209677419354839,2.3629032258064515,consolidation,low,low,mid,low
2022-10-24,6,11350.75,11389.75,11324.5,11384.5,65.25,0.5172413793103449,0.8390804597701149,0.7909090909090909,50.625,1.288888888888889,True,up,True,False,0.9272030651340997,0.5402298850574713,expansion,mid,high,high,low
2022-10-25,6,11453.75,11482.0,11440.0,11480.25,42.0,0.6309523809523809,0.9166666666666666,1.282442748091603,53.25,0.7887323943661971,True,up,True,True,0.27976190476190477,0.8392857142857143,mixed,high,low,high,mid
2022-10-26,6,11518.0,11540.5,11504.75,11533.75,35.75,0.4405594405594406,0.6223776223776224,0.7222222222222222,50.625,0.7061728395061728,True,up,True,True,0.42657342657342656,1.7202797202797202,consolidation,mid,low,mid,low
2022-10-27,6,11393.0,11409.0,11365.75,11372.25,43.25,0.4797687861271676,0.6994219653179191,0.8606965174129353,50.0,0.865,True,down,True,True,0.23121387283236994,2.167630057803468,mixed,mid,mid,high,low
2022-10-28,6,11117.25,11129.5,11102.0,11119.25,27.5,0.07272727272727272,0.2545454545454545,0.6358381502890174,46.625,0.5898123324396782,True,down,True,True,1.2,4.281818181818182,consolidation,low,low,low,low
2022-10-31,6,11506.75,11517.5,11494.25,11515.0,23.25,0.3548387096774194,0.7849462365591398,0.6992481203007519,43.5,0.5344827586206896,True,up,True,False,1.2043010752688172,1.1935483870967742,consolidation,mid,low,high,low
2022-11-01,6,11569.75,11593.25,11558.5,11582.75,34.75,0.37410071942446044,0.39568345323741005,0.9328859060402684,43.5,0.7988505747126436,True,up,True,True,0.6115107913669064,0.6762589928057554,consolidation,mid,low,mid,mid
2022-11-02,6,11354.25,11361.25,11330.25,11347.5,31.0,0.21774193548387097,0.11290322580645161,0.6966292134831461,42.625,0.7272727272727273,True,down,True,False,1.1209677419354838,0.6854838709677419,consolidation,low,low,low,low
2022-11-03,6,10914.75,10922.0,10852.75,10866.0,69.25,0.703971119133574,0.6173285198555957,1.6198830409356726,42.625,1.6246334310850439,True,down,False,False,0.7292418772563177,0.10108303249097472,expansion,high,high,mid,high
2022-11-04,6,10805.0,10828.5,10792.75,10818.5,35.75,0.3776223776223776,0.4405594405594406,0.7486910994764397,43.5,0.8218390804597702,True,up,True,True,1.3776223776223777,5.384615384615385,mixed,mid,mid,mid,low
2022-11-07,6,10949.5,10972.0,10943.0,10945.25,29.0,0.14655172413793102,0.8448275862068966,0.5497630331753555,43.5,0.6666666666666666,True,down,True,False,1.2672413793103448,0.6724137931034483,consolidation,low,low,high,low
2022-11-08,6,11035.0,11094.0,11035.0,11086.25,59.0,0.8686440677966102,0.7372881355932204,1.388235294117647,42.625,1.3841642228739004,False,,,,,,expansion,high,high,high,high
2022-11-09,6,11072.25,11108.25,11065.0,11088.0,43.25,0.36416184971098264,0.06358381502890173,0.7178423236514523,42.625,1.0146627565982405,True,down,True,True,1.2658959537572254,0.8323699421965318,mixed,mid,mid,low,low
2022-11-10,6,10885.5,10904.75,10854.25,10884.5,50.5,0.019801980198019802,0.19801980198019803,1.1812865497076024,42.625,1.18475073313783,True,up,True,True,8.148514851485148,1.9158415841584158,mixed,low,mid,low,mid
2022-11-11,6,11699.25,11719.25,11685.25,11702.0,34.0,0.08088235294117647,0.014705882352941176,0.6238532110091743,43.25,0.7861271676300579,True,down,True,True,0.40441176470588236,1.0808823529411764,consolidation,low,low,low,low
2022-11-14,6,11770.0,11781.0,11756.25,11770.25,24.75,0.010101010101010102,0.13131313131313133,0.7734375,42.625,0.5806451612903226,True,up,True,False,0.9595959595959596,0.5656565656565656,consolidation,low,low,low,low
2022-11-15,6,11872.0,11883.5,11857.75,11878.5,25.75,0.2524271844660194,0.6116504854368932,0.9716981132075472,38.875,0.662379421221865,True,up,False,False,9.135922330097088,0.11650485436893204,consolidation,low,low,mid,mid
2022-11-16,6,11911.0,11916.5,11877.5,11893.25,39.0,0.4551282051282051,0.19230769230769232,0.8715083798882681,35.75,1.0909090909090908,True,down,True,True,1.3269230769230769,0.8205128205128205,mixed,mid,mid,low,low
2022-11-17,6,11668.25,11689.25,11642.25,11683.5,47.0,0.324468085106383,0.7553191489361702,0.5595238095238095,35.75,1.3146853146853146,True,down,False,False,1.8404255319148937,0.19680851063829788,mixed,mid,high,high,low
2022-11-18,6,11809.0,11820.0,11790.25,11799.25,29.75,0.3277310924369748,0.3949579831932773,0.4075342465753425,35.75,0.8321678321678322,True,up,True,False,0.773109243697479,0.5042016806722689,mixed,mid,mid,mid,low
2022-11-21,6,11618.5,11629.75,11602.25,11610.25,27.5,0.3,0.41818181818181815,0.859375,35.75,0.7692307692307693,True,down,True,True,0.2545454545454545,1.981818181818182,consolidation,mid,low,mid,low
2022-11-22,6,11607.25,11614.0,11565.5,11585.0,48.5,0.4587628865979381,0.1958762886597938,2.042105263157895,35.25,1.375886524822695,True,up,False,False,0.5670103092783505,0.13917525773195877,mixed,mid,high,low,high
2022-11-23,6,11758.5,11777.5,11745.75,11777.0,31.75,0.5826771653543307,0.968503937007874,1.3229166666666667,35.25,0.900709219858156,True,up,True,False,0.5039370078740157,1.2440944881889764,mixed,high,mid,high,high
2022-11-24,6,11927.75,11929.5,11917.25,11925.75,12.25,0.16326530612244897,0.3877551020408163,0.7777777777777778,34.375,0.3563636363636364,True,up,True,True,0.2857142857142857,2.326530612244898,consolidation,low,low,mid,low
2022-11-25,6,11862.5,11868.25,11840.75,11843.0,27.5,0.7090909090909091,0.8363636363636363,1.0091743119266054,32.875,0.8365019011406845,True,down,False,False,0.9727272727272728,0.2909090909090909,mixed,high,mid,high,mid
2022-11-28,6,11676.5,11696.5,11665.5,11696.5,31.0,0.6451612903225806,1.0,0.779874213836478,32.875,0.9429657794676806,True,up,True,True,0.5967741935483871,0.5161290322580645,mixed,high,mid,high,low
2022-11-29,6,11667.5,11678.5,11653.25,11678.5,25.25,0.43564356435643564,1.0,0.7952755905511811,32.875,0.7680608365019012,True,down,True,True,1.4752475247524752,0.8514851485148515,consolidation,mid,low,high,low
2022-11-30,6,11561.0,11577.25,11551.25,11573.75,26.0,0.49038461538461536,0.7307692307692307,1.223529411764706,31.375,0.8286852589641435,True,up,True,False,0.7884615384615384,2.3173076923076925,mixed,mid,mid,high,mid
2022-12-01,6,12006.0,12031.25,11999.5,12024.75,31.75,0.5905511811023622,0.5905511811023622,1.4269662921348314,31.375,1.0119521912350598,True,up,False,False,3.1968503937007875,0.33070866141732286,mixed,high,mid,mid,high
2022-12-02,6,12055.0,12055.0,12033.75,12040.75,21.25,0.6705882352941176,0.3411764705882353,1.4912280701754386,31.375,0.6772908366533864,True,down,True,True,13.8,1.6,mixed,high,low,low,high
2022-12-05,6,11971.25,11995.75,11969.0,11994.25,26.75,0.8598130841121495,0.8878504672897196,1.0594059405940595,30.375,0.8806584362139918,True,up,True,True,0.102803738317757,2.8130841121495327,mixed,high,mid,high,mid
2022-12-06,6,11816.75,11832.5,11804.5,11829.75,28.0,0.4642857142857143,0.8035714285714286,0.7671232876712328,30.375,0.9218106995884774,True,up,True,True,0.49107142857142855,1.5446428571428572,mixed,mid,mid,high,low
2022-12-07,6,11533.0,11541.5,11481.25,11495.75,60.25,0.6182572614107884,0.5186721991701245,2.802325581395349,28.875,2.0865800865800868,True,down,True,False,0.975103734439834,0.6597510373443983,expansion,high,high,mid,high
2022-12-08,6,11534.0,11549.75,11518.0,11539.25,31.75,0.16535433070866143,0.33858267716535434,1.6075949367088607,28.875,1.0995670995670996,True,up,False,False,1.5196850393700787,0.33858267716535434,mixed,low,mid,low,high
2022-12-09,6,11698.0,11709.25,11686.25,11701.0,23.0,0.13043478260869565,0.2826086956521739,0.7076923076923077,28.875,0.7965367965367965,True,up,True,False,1.684782608695652,8.358695652173912,consolidation,low,low,low,low
2022-12-12,6,11722.75,11730.25,11713.5,11720.25,16.75,0.14925373134328357,0.19402985074626866,0.6767676767676768,27.75,0.6036036036036037,True,down,True,True,0.6268656716417911,1.0149253731343284,consolidation,low,low,low,low
2022-12-13,6,11887.75,11898.75,11880.0,11888.25,18.75,0.02666666666666667,0.12,0.38071065989847713,27.75,0.6756756756756757,True,down,True,True,0.28,24.48,consolidation,low,low,low,low
2022-12-14,6,11950.0,11956.25,11919.5,11954.25,36.75,0.11564625850340136,0.891156462585034,1.3008849557522124,27.75,1.3243243243243243,True,up,True,False,0.564625850340136,0.9183673469387755,mixed,low,high,high,high
2022-12-15,6,11696.25,11728.5,11692.25,11727.75,36.25,0.8689655172413793,0.9586206896551724,1.4077669902912622,27.75,1.3063063063063063,True,up,True,True,0.2896551724137931,2.372413793103448,expansion,high,high,high,high
2022-12-16,6,11344.0,11384.25,11334.75,11370.0,49.5,0.5252525252525253,0.42424242424242425,1.2298136645962734,27.75,1.7837837837837838,True,up,False,False,0.7525252525252525,0.3888888888888889,expansion,mid,high,mid,mid
2022-12-19,6,11400.5,11402.5,11375.0,11390.25,27.5,0.37272727272727274,0.10909090909090909,0.8148148148148148,27.75,0.990990990990991,True,down,False,False,0.9545454545454546,0.10909090909090909,mixed,mid,mid,low,low
2022-12-20,6,11161.25,11187.75,11157.25,11166.25,30.5,0.16393442622950818,0.4098360655737705,1.0082644628099173,27.75,1.0990990990990992,True,down,False,False,1.1721311475409837,0.13934426229508196,mixed,low,mid,mid,mid
2022-12-21,6,11220.25,11227.25,11203.0,11218.75,24.25,0.061855670103092786,0.29896907216494845,0.6643835616438356,27.75,0.8738738738738738,True,down,True,False,0.6597938144329897,1.8762886597938144,mixed,low,mid,low,low
2022-12-22,6,11329.5,11329.5,11302.0,11315.75,27.5,0.5,0.0,1.4666666666666666,27.5,1.0,True,down,False,False,4.027272727272727,0.2,mixed,mid,mid,low,high
2022-12-23,6,11094.75,11111.0,11060.5,11068.75,50.5,0.5148514851485149,0.6732673267326733,0.7890625,27.5,1.8363636363636364,True,down,True,True,1.608910891089109,1.6336633663366336,expansion,mid,high,high,low
2022-12-27,6,11137.5,11146.0,11125.5,11133.25,20.5,0.2073170731707317,0.24390243902439024,1.1549295774647887,27.75,0.7387387387387387,True,down,False,False,4.158536585365853,0.17073170731707318,consolidation,low,low,low,mid
2022-12-28,6,10931.0,10946.5,10920.5,10938.25,26.0,0.27884615384615385,0.36538461538461536,0.6011560693641619,27.5,0.9454545454545454,True,up,True,True,0.22115384615384615,1.5,mixed,low,mid,mid,low
2022-12-29,6,10848.0,10863.5,10835.75,10845.5,27.75,0.09009009009009009,0.2972972972972973,1.5205479452054795,27.5,1.009090909090909,True,down,True,True,0.18018018018018017,2.4684684684684686,mixed,low,mid,low,high
2022-12-30,6,11003.75,11008.25,10982.25,10985.0,26.0,0.7211538461538461,0.7884615384615384,0.8888888888888888,27.625,0.9411764705882353,True,down,False,False,3.0,0.18269230769230768,mixed,high,mid,high,mid
2023-01-03,6,11143.5,11149.0,11055.0,11078.25,94.0,0.6941489361702128,0.5053191489361702,1.9282051282051282,27.5,3.418181818181818,True,down,True,True,0.026595744680851064,0.7686170212765957,expansion,high,high,mid,high
2023-01-04,6,10995.0,11028.5,10993.25,11010.25,35.25,0.4326241134751773,0.03546099290780142,0.6778846153846154,27.625,1.2760180995475112,True,down,True,False,0.5815602836879432,1.553191489361702,mixed,mid,high,low,low
2023-01-05,6,11003.75,11040.25,11003.75,11024.5,36.5,0.5684931506849316,0.136986301369863,0.9182389937106918,27.875,1.3094170403587444,True,up,True,True,0.1780821917808219,3.4863013698630136,expansion,high,high,low,mid
2023-01-06,6,10790.5,10813.0,10782.75,10792.5,30.25,0.06611570247933884,0.35537190082644626,0.8344827586206897,29.125,1.03862660944206,True,down,True,True,1.0495867768595042,6.1735537190082646,mixed,low,mid,mid,low
2023-01-09,6,11161.5,11169.75,11141.0,11150.75,28.75,0.3739130434782609,0.3217391304347826,1.074766355140187,29.0,0.9913793103448276,True,up,True,False,0.9565217391304348,0.808695652173913,mixed,mid,mid,low,mid
2023-01-10,6,11197.0,11200.0,11136.75,11147.25,63.25,0.7865612648221344,0.6679841897233202,2.1440677966101696,28.25,2.2389380530973453,True,down,False,False,0.6758893280632411,0.09090909090909091,expansion,high,high,mid,high
2023-01-11,6,11292.5,11318.75,11284.5,11299.5,34.25,0.20437956204379562,0.12408759124087591,0.9448275862068966,29.5,1.1610169491525424,True,down,True,True,0.26277372262773724,1.2919708029197081,mixed,low,mid,low,mid
2023-01-12,6,11463.25,11473.0,11459.0,11464.25,14.0,0.07142857142857142,0.25,0.4148148148148148,30.375,0.4609053497942387,True,up,True,False,6.357142857142857,13.0,consolidation,low,low,low,low
2023-01-13,6,11513.0,11514.0,11459.5,11474.25,54.5,0.7110091743119266,0.45871559633027525,2.056603773584906,30.375,1.794238683127572,True,down,False,False,1.1972477064220184,0.16055045871559634,expansion,high,high,mid,high
2023-01-16,6,11553.25,11582.0,11551.0,11563.0,31.0,0.31451612903225806,0.22580645161290322,0.7654320987654321,30.375,1.0205761316872428,True,up,False,False,0.47580645161290325,0.1693548387096774,mixed,mid,mid,low,low
2023-01-17,6,11571.0,11572.5,11556.5,11570.0,16.0,0.0625,0.6875,0.49230769230769234,30.375,0.5267489711934157,True,up,True,True,1.03125,1.890625,consolidation,low,low,high,low
2023-01-18,6,11638.5,11650.0,11633.0,11645.25,17.0,0.39705882352941174,0.4411764705882353,0.5354330708661418,29.5,0.576271186440678,True,up,True,False,4.220588235294118,0.8088235294117647,consolidation,mid,low,mid,low
2023-01-19,6,11413.0,11414.75,11373.5,11384.0,41.25,0.703030303030303,0.4909090909090909,1.1702127659574468,29.5,1.3983050847457628,True,down,True,False,0.696969696969697,0.5151515151515151,expansion,high,high,mid,mid
2023-01-20,6,11407.5,11414.5,11387.5,11408.75,27.0,0.046296296296296294,0.5740740740740741,0.5837837837837838,29.5,0.9152542372881356,True,up,False,False,1.2592592592592593,0.23148148148148148,mixed,low,mid,mid,low
2023-01-23,6,11668.75,11673.5,11652.0,11659.5,21.5,0.43023255813953487,0.3023255813953488,0.6564885496183206,29.5,0.7288135593220338,True,up,False,False,2.313953488372093,0.3372093023255814,consolidation,mid,low,low,low
2023-01-24,6,11900.25,11900.75,11876.5,11882.25,24.25,0.7422680412371134,0.5257731958762887,1.0104166666666667,29.5,0.8220338983050848,True,down,True,True,1.6804123711340206,0.6391752577319587,mixed,high,mid,mid,mid
2023-01-25,6,11767.5,11778.75,11732.75,11744.75,46.0,0.4945652173913043,0.4782608695652174,1.2689655172413794,28.25,1.6283185840707965,True,down,False,False,0.6467391304347826,0.02717391304347826,mixed,mid,high,mid,mid
2023-01-26,6,11942.25,11956.0,11935.25,11946.5,20.75,0.20481927710843373,0.08433734939759036,0.6535433070866141,29.5,0.7033898305084746,True,up,True,False,2.602409638554217,1.2530120481927711,consolidation,low,low,low,low
2023-01-27,6,12048.5,12059.0,12036.75,12053.5,22.25,0.2247191011235955,0.5056179775280899,1.2361111111111112,29.5,0.7542372881355932,True,up,True,False,0.8876404494382022,1.6292134831460674,consolidation,low,low,mid,mid
2023-01-30,6,12078.25,12080.75,12039.0,12061.0,41.75,0.41317365269461076,0.05389221556886228,1.941860465116279,29.5,1.4152542372881356,True,up,False,False,0.41916167664670656,0.38922155688622756,mixed,mid,high,low,high
2023-01-31,6,11885.5,11914.0,11871.0,11912.5,43.0,0.627906976744186,0.9302325581395349,1.2554744525547445,30.625,1.4040816326530612,True,up,False,False,2.4011627906976742,0.20348837209302326,expansion,high,high,high,mid
2023-02-01,6,12111.5,12132.5,12107.25,12131.75,25.25,0.801980198019802,0.9405940594059405,1.10989010989011,30.625,0.8244897959183674,True,up,False,False,1.4356435643564356,0.2376237623762376,mixed,high,mid,high,mid
2023-02-02,6,12574.0,12589.0,12556.0,12567.75,33.0,0.1893939393939394,0.2878787878787879,0.9230769230769231,29.5,1.11864406779661,True,down,True,True,0.09848484848484848,3.3863636363636362,mixed,low,mid,low,mid
2023-02-03,6,12653.0,12684.25,12635.75,12676.5,48.5,0.4845360824742268,0.6804123711340206,1.4057971014492754,29.5,1.6440677966101696,True,up,True,False,1.5824742268041236,2.365979381443299,mixed,mid,high,high,high
2023-02-06,6,12492.25,12496.5,12457.25,12492.75,39.25,0.012738853503184714,0.8089171974522293,1.2661290322580645,29.875,1.3138075313807531,True,up,False,False,1.0764331210191083,0.3821656050955414,mixed,low,high,high,mid
2023-02-07,6,12531.75,12545.75,12523.75,12542.0,22.0,0.4659090909090909,0.6590909090909091,0.567741935483871,32.0,0.6875,True,up,True,False,0.9204545454545454,1.9204545454545454,consolidation,mid,low,mid,low
2023-02-08,6,12757.0,12763.5,12738.75,12750.5,24.75,0.26262626262626265,0.050505050505050504,0.75,29.0,0.853448275862069,True,up,True,False,0.7777777777777778,2.1313131313131315,mixed,low,mid,low,low
2023-02-09,6,12719.25,12721.25,12671.75,12690.0,49.5,0.5909090909090909,0.26262626262626265,1.3112582781456954,26.125,1.894736842105263,True,down,True,True,0.22727272727272727,0.9191919191919192,expansion,high,high,low,high
2023-02-10,6,12323.5,12323.5,12272.5,12288.0,51.0,0.696078431372549,0.39215686274509803,1.0851063829787233,29.0,1.7586206896551724,True,down,True,True,0.0392156862745098,1.5343137254901962,expansion,high,high,mid,mid
2023-02-13,6,12393.0,12407.0,12386.0,12394.0,21.0,0.047619047619047616,0.23809523809523808,0.6131386861313869,29.0,0.7241379310344828,True,up,True,False,1.2619047619047619,1.2380952380952381,consolidation,low,low,low,low
2023-02-14,6,12583.0,12598.75,12572.25,12576.75,26.5,0.2358490566037736,0.660377358490566,0.6708860759493671,26.125,1.014354066985646,True,up,True,True,3.330188679245283,5.235849056603773,mixed,low,mid,mid,low
2023-02-15,6,12579.5,12583.5,12561.5,12573.75,22.0,0.26136363636363635,0.11363636363636363,1.035294117647059,26.75,0.822429906542056,True,up,True,False,1.6704545454545454,2.2386363636363638,mixed,low,mid,low,mid
2023-02-16,6,12726.25,12735.0,12715.75,12723.25,19.25,0.15584415584415584,0.22077922077922077,1.0,26.75,0.719626168224299,True,down,False,False,9.467532467532468,0.2727272727272727,consolidation,low,low,low,mid
2023-02-17,6,12357.25,12373.5,12343.5,12369.25,30.0,0.4,0.7166666666666667,1.1111111111111112,25.875,1.1594202898550725,True,up,False,False,0.9416666666666667,0.44166666666666665,mixed,mid,mid,high,mid
2023-02-20,6,12381.25,12407.5,12374.75,12400.75,32.75,0.5954198473282443,0.5877862595419847,1.2242990654205608,25.875,1.2657004830917875,True,up,True,True,0.31297709923664124,0.5419847328244275,expansion,high,high,mid,mid
2023-02-21,6,12267.25,12292.0,12258.75,12283.0,33.25,0.47368421052631576,0.45864661654135336,0.95,28.25,1.176991150442478,True,down,True,True,0.5864661654135338,0.5112781954887218,mixed,mid,mid,mid,mid
2023-02-22,6,12101.5,12106.0,12063.25,12096.0,42.75,0.1286549707602339,0.5321637426900585,1.3255813953488371,31.375,1.3625498007968126,True,up,False,False,1.3391812865497077,0.25146198830409355,mixed,low,high,mid,high
2023-02-23,6,12188.0,12208.75,12178.0,12207.75,30.75,0.6422764227642277,0.9349593495934959,1.618421052631579,31.375,0.9800796812749004,True,up,True,False,0.9512195121951219,0.7642276422764228,mixed,high,mid,high,high
2023-02-24,6,12121.0,12121.0,12081.5,12099.25,39.5,0.5506329113924051,0.10126582278481013,1.5643564356435644,31.75,1.2440944881889764,True,down,False,False,2.7151898734177213,0.2468354430379747,expansion,mid,high,low,high
2023-02-27,6,12053.0,12070.75,12049.0,12063.75,21.75,0.4942528735632184,0.3563218390804598,0.8529411764705882,32.875,0.6615969581749049,True,up,True,True,3.781609195402299,0.7931034482758621,consolidation,mid,low,mid,low
2023-02-28,6,12092.75,12126.0,12091.25,12114.75,34.75,0.6330935251798561,0.35251798561151076,0.9328859060402684,31.75,1.094488188976378,True,up,True,False,0.5827338129496403,1.474820143884892,mixed,high,mid,mid,mid
2023-03-01,6,12133.5,12141.75,12123.0,12128.25,18.75,0.28,0.44,0.5514705882352942,31.75,0.5905511811023622,True,down,False,False,4.546666666666667,0.25333333333333335,consolidation,low,low,mid,low
2023-03-02,6,11882.0,11908.5,11877.75,11903.25,30.75,0.6910569105691057,0.6585365853658537,0.6949152542372882,31.75,0.968503937007874,True,up,True,True,0.3252032520325203,2.292682926829268,mixed,high,mid,mid,low
2023-03-03,6,12093.25,12117.0,12092.0,12111.5,25.0,0.73,0.56,0.9615384615384616,30.75,0.8130081300813008,True,up,True,True,1.01,1.53,mixed,high,low,mid,mid
2023-03-06,6,12328.25,12340.0,12295.5,12301.25,44.5,0.6067415730337079,0.7415730337078652,1.6952380952380952,30.375,1.4650205761316872,True,up,False,False,0.949438202247191,0.07303370786516854,expansion,high,high,high,high
2023-03-07,6,12362.0,12371.25,12346.75,12350.75,24.5,0.45918367346938777,0.673469387755102,1.3066666666666666,30.375,0.8065843621399177,True,down,True,True,0.23469387755102042,0.7040816326530612,consolidation,mid,low,high,high
2023-03-08,6,12196.75,12217.25,12189.5,12190.25,27.75,0.23423423423423423,0.9459459459459459,1.009090909090909,30.375,0.9135802469135802,True,down,False,False,1.5945945945945945,0.2702702702702703,mixed,low,mid,high,mid
2023-03-09,6,12157.5,12177.0,12154.75,12175.25,22.25,0.797752808988764,0.8426966292134831,0.9081632653061225,30.375,0.7325102880658436,True,up,True,True,3.651685393258427,1.1348314606741574,mixed,high,low,high,mid
2023-03-10,6,11994.0,12054.5,11980.25,12024.5,74.25,0.4107744107744108,0.1919191919191919,2.152173913043478,28.875,2.5714285714285716,True,up,True,True,0.734006734006734,1.6363636363636365,mixed,mid,high,low,high
2023-03-13,6,12017.25,12106.75,11990.0,12083.25,116.75,0.5653104925053534,0.5974304068522484,1.20671834625323,28.875,4.043290043290043,True,up,True,True,0.139186295503212,2.5738758029978586,expansion,mid,high,mid,mid
2023-03-14,6,12090.75,12110.5,12072.0,12104.25,38.5,0.35064935064935066,0.6753246753246753,0.927710843373494,30.375,1.2674897119341564,True,up,True,False,2.4025974025974026,2.0324675324675323,mixed,mid,high,high,mid
2023-03-15,6,12250.0,12263.75,12096.75,12136.0,167.0,0.6826347305389222,0.5299401197604791,1.8453038674033149,30.75,5.430894308943089,False,,,,,,expansion,high,high,mid,high
2023-03-16,6,12402.25,12419.75,12386.25,12416.25,33.5,0.417910447761194,0.7910447761194029,0.6733668341708543,31.75,1.0551181102362204,True,down,True,True,1.0820895522388059,1.291044776119403,mixed,mid,mid,high,low
2023-03-17,6,12730.75,12735.25,12709.0,12721.0,26.25,0.37142857142857144,0.08571428571428572,0.75,33.0,0.7954545454545454,True,down,True,True,1.8571428571428572,1.3428571428571427,consolidation,mid,low,low,low
2023-03-20,6,12653.0,12683.0,12637.5,12655.75,45.5,0.06043956043956044,0.1978021978021978,0.7520661157024794,33.0,1.378787878787879,True,down,True,True,0.5274725274725275,1.120879120879121,mixed,low,high,low,low
2023-03-21,6,12717.5,12748.5,12710.5,12726.5,38.0,0.23684210526315788,0.15789473684210525,1.5510204081632653,33.375,1.1385767790262171,True,up,False,False,1.144736842105263,0.17105263157894737,mixed,low,mid,low,high
2023-03-22,6,12838.75,12858.75,12832.25,12853.5,26.5,0.5566037735849056,0.6037735849056604,0.7019867549668874,34.125,0.7765567765567766,True,up,True,True,0.32075471698113206,0.8867924528301887,mixed,mid,low,mid,low
2023-03-23,6,12834.25,12840.0,12791.5,12824.75,48.5,0.1958762886597938,0.3711340206185567,1.6302521008403361,32.125,1.509727626459144,True,up,False,False,0.10309278350515463,0.4896907216494845,mixed,low,high,mid,high
2023-03-24,6,12796.75,12820.0,12775.0,12809.0,45.0,0.2722222222222222,0.5111111111111111,0.5070422535211268,34.125,1.3186813186813187,True,down,True,True,0.4777777777777778,0.9833333333333333,mixed,low,high,mid,low
2023-03-27,6,12917.75,12942.25,12917.25,12928.75,25.0,0.44,0.08,0.7246376811594203,34.125,0.7326007326007326,True,up,True,False,0.61,1.24,consolidation,mid,low,low,low
2023-03-28,6,12764.25,12773.25,12752.5,12765.25,20.75,0.04819277108433735,0.2289156626506024,1.064102564102564,34.125,0.608058608058608,True,up,True,False,1.1204819277108433,0.7831325301204819,consolidation,low,low,low,mid
2023-03-29,6,12851.75,12853.5,12833.0,12835.5,20.5,0.7926829268292683,0.7560975609756098,1.1714285714285715,32.125,0.6381322957198443,True,down,True,True,0.13414634146341464,1.3658536585365855,mixed,high,low,high,mid
2023-03-30,6,13008.0,13035.75,13005.5,13029.25,30.25,0.7024793388429752,0.5702479338842975,1.8059701492537314,32.125,0.9416342412451362,True,up,False,False,1.1074380165289257,0.4628099173553719,mixed,high,mid,mid,high
2023-03-31,6,13080.75,13081.75,13069.75,13077.75,12.0,0.25,0.3333333333333333,0.6153846153846154,31.875,0.3764705882352941,True,up,True,True,3.8541666666666665,2.0208333333333335,consolidation,low,low,low,low
2023-04-03,6,13219.5,13232.0,13218.0,13220.5,14.0,0.07142857142857142,0.6428571428571429,0.9655172413793104,31.875,0.4392156862745098,True,down,True,False,2.75,0.7142857142857143,consolidation,low,low,mid,mid
2023-04-04,6,13344.5,13347.5,13325.75,13326.0,21.75,0.8505747126436781,0.9770114942528736,0.2628398791540785,29.0,0.75,True,down,False,False,1.4367816091954022,0.3793103448275862,mixed,high,low,high,low
2023-04-05,6,13190.0,13206.5,13186.75,13204.0,19.75,0.7088607594936709,0.7468354430379747,1.196969696969697,29.0,0.6810344827586207,True,up,True,False,1.4936708860759493,0.8227848101265823,mixed,high,low,high,mid
2023-04-06,6,13010.0,13047.0,12985.25,13047.0,61.75,0.5991902834008097,1.0,1.1761904761904762,28.375,2.1762114537444934,True,up,True,True,0.38866396761133604,0.5182186234817814,expansion,high,high,high,mid
2023-04-07,6,13169.75,13170.5,13158.0,13168.75,12.5,0.08,0.72,1.5151515151515151,31.875,0.39215686274509803,True,up,True,True,1.74,3.88,consolidation,low,low,high,high
2023-04-10,6,13154.5,13165.75,13149.0,13152.75,16.75,0.1044776119402985,0.5522388059701493,0.6633663366336634,28.375,0.5903083700440529,True,down,False,False,5.731343283582089,0.14925373134328357,consolidation,low,low,mid,low
2023-04-11,6,13208.0,13208.75,13174.25,13179.5,34.5,0.8260869565217391,0.6956521739130435,1.7468354430379747,26.375,1.3080568720379147,True,down,False,False,1.4130434782608696,0.007246376811594203,expansion,high,high,high,high
2023-04-12,6,13090.25,13100.75,13068.25,13070.5,32.5,0.6076923076923076,0.8615384615384616,1.1711711711711712,26.375,1.2322274881516588,True,down,True,True,0.5461538461538461,5.338461538461538,expansion,high,high,high,mid
2023-04-13,6,12996.0,12998.0,12972.5,12981.0,25.5,0.5882352941176471,0.3333333333333333,0.5340314136125655,26.375,0.966824644549763,True,up,True,True,1.5686274509803921,1.5980392156862746,mixed,high,mid,low,low
2023-04-14,6,13168.25,13174.5,13121.0,13137.0,53.5,0.5841121495327103,0.40186915887850466,2.2061855670103094,25.875,2.0676328502415457,True,down,False,False,0.37383177570093457,0.27102803738317754,expansion,high,high,mid,high
2023-04-17,6,13164.0,13192.5,13159.0,13187.0,33.5,0.6865671641791045,0.6716417910447762,0.9436619718309859,26.0,1.2884615384615385,True,up,True,True,0.2835820895522388,1.0223880597014925,expansion,high,high,high,mid
2023-04-18,6,13273.5,13276.75,13261.25,13266.0,15.5,0.4838709677419355,0.3870967741935484,0.32460732984293195,26.0,0.5961538461538461,True,down,True,True,0.3064516129032258,2.4193548387096775,consolidation,mid,low,mid,low
