date,range_name,model,side,penetration_pts,penetration_atr,disp_ratio,range_width,rr1.3->mid,extreme->mid,proj25->mid,proj50->mid,rr1.3->opp,extreme->opp,proj25->opp,proj50->opp,extreme 50@q25/50@mid,extreme 50@mid/50@opp,extreme 50@1R/50@2R,proj25 50@q25/50@mid,proj25 50@mid/50@opp,proj25 50@1R/50@2R,proj50 50@q25/50@mid,proj50 50@mid/50@opp,proj50 50@1R/50@2R
2021-05-17,7am,retest,long,6.0,1.3548387096774193,3.0555555555555554,39.75,1.3000000000000476,3.3125,2.0,1.0,-1.0,-1.0,-1.0,-1.0,2.484375,1.65625,0.5,1.5,1.0,1.5,0.75,0.5,0.5
2021-05-17,7am,failure,long,2.75,0.6609442060085837,0.2531645569620253,39.75,1.3000000000000476,-1.0,2.0,1.0,-1.0,-1.0,-1.0,-1.0,1.8068181818181819,-1.0,1.5,0.5,1.0,0.5,0.25,0.5,0.5
2021-05-18,6am,retest,long,21.75,7.0,1.791044776119403,26.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2021-05-18,7am,retest,long,1.5,0.25925925925925924,0.0900900900900901,31.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2021-05-18,7am,failure,long,4.5,0.805111821086262,0.28037383177570097,31.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2021-05-19,6am,retest,long,3.5,0.48395061728395067,1.829268292682927,39.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2021-05-20,7am,failure,short,1.75,0.3563636363636364,1.7112299465240641,47.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2021-05-21,6am,retest,short,6.5,1.7169811320754718,2.290076335877863,18.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2021-05-21,6am,failure,short,0.75,0.22702702702702704,1.5126050420168067,18.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5,-1.0,0.5,0.25,-1.0,-1.0
2021-05-21,7am,failure,short,7.25,1.33993399339934,3.2323232323232323,37.0,-1.0,-1.0,-1.0,-1.0,1.2999999999999745,-1.0,-1.0,-1.0,-1.0,-1.0,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2021-05-24,6am,failure,long,1.0,0.32941176470588235,0.9009009009009009,15.0,-1.0,-1.0,-1.0,1.0,1.300000000000063,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.75,0.5,0.5
2021-05-25,6am,retest,long,8.75,2.9166666666666665,2.8282828282828283,41.5,1.2999999999999545,2.3714285714285714,2.0,1.0,1.3000000000000285,4.742857142857143,4.0,2.0,1.7785714285714285,3.557142857142857,1.5,1.5,3.0,1.5,0.75,1.5,1.5
